grade;source;link;element;value;issue_type
7Cr17MoV;zknives;https://zknives.com/knives/steels/7cr17mov.shtml;cr;16.00-18.00;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;c;0.95-1.10;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;cr;1.35-1.60;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;mo;0.00-0.10;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;ni;0.00-0.40;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;mn;0.20-0.50;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;si;0.15-0.35;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;s;0.00-0.025;range
Alloy-B;zknives;https://zknives.com/knives/steels/alloy-b.shtml;p;0.00-0.025;range
ПдА-0;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2789;cr;"до &nbsp; 0.001";qualifier
ПдА-0;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2789;co;"до &nbsp; 0.001";qualifier
ПдА-0;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2789;ni;"до &nbsp; 0.001";qualifier
ПдА-0;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2789;mn;"до &nbsp; 0.001";qualifier
ПдА-0;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2789;si;"до &nbsp; 0.002";qualifier
ПдА-0;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2789;cu;"до &nbsp; 0.005";qualifier
G41300;zknives;https://zknives.com/knives/steels/g41300.shtml;c;0.28-0.33;range
G41300;zknives;https://zknives.com/knives/steels/g41300.shtml;cr;0.80-1.10;range
G41300;zknives;https://zknives.com/knives/steels/g41300.shtml;mo;0.15-0.25;range
G41300;zknives;https://zknives.com/knives/steels/g41300.shtml;mn;0.40-0.60;range
G41300;zknives;https://zknives.com/knives/steels/g41300.shtml;si;0.15-0.30;range
X6CrMo171;zknives;https://zknives.com/knives/steels/x6crmo171.shtml;cr;16.00-18.00;range
X6CrMo171;zknives;https://zknives.com/knives/steels/x6crmo171.shtml;mo;0.75-1.25;range
ORVAR SUPREME;csv;;c;0,39;comma
ORVAR SUPREME;csv;;cr;5,20;comma
ORVAR SUPREME;csv;;mo;1,40;comma
ORVAR SUPREME;csv;;v;0,95;comma
ORVAR SUPREME;csv;;mn;0,40;comma
ORVAR SUPREME;csv;;si;1,10;comma
1.4466;csv;;c;0,03;comma
1.4466;csv;;cr;24,0-26,0;range
1.4466;csv;;cr;24,0-26,0;comma
1.4466;csv;;mo;1,2-2,0;range
1.4466;csv;;mo;1,2-2,0;comma
1.4466;csv;;ni;5,5-6,5;range
1.4466;csv;;ni;5,5-6,5;comma
1.4466;csv;;mn;2,00;comma
1.4466;csv;;n;0,14-0,20;range
1.4466;csv;;n;0,14-0,20;comma
WP7VX48CrMoV8-1-1;marki;;c;0,5;comma
WP7VX48CrMoV8-1-1;marki;;v;1,5;comma
В95-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1608;cr;"до &nbsp; 0.25";qualifier
В95-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1608;ni;"до &nbsp; 0.2";qualifier
В95-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1608;mn;0.2 - 0.8;range
В95-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1608;si;"до &nbsp; 1.5";qualifier
В95-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1608;cu;1 - 3;range
СЧ25;splav;http://www.splav-kharkov.com/mat_start.php?name_id=459;c;3.2 - 3.4;range
СЧ25;splav;http://www.splav-kharkov.com/mat_start.php?name_id=459;mn;0.7 - 1;range
СЧ25;splav;http://www.splav-kharkov.com/mat_start.php?name_id=459;si;1.4 - 2.2;range
СЧ25;splav;http://www.splav-kharkov.com/mat_start.php?name_id=459;s;"до &nbsp; 0.15";qualifier
СЧ25;splav;http://www.splav-kharkov.com/mat_start.php?name_id=459;p;"до &nbsp; 0.2";qualifier
12KH18N10E;zknives;https://zknives.com/knives/steels/12kh18n10e.shtml;cr;17.00-19.00;range
12KH18N10E;zknives;https://zknives.com/knives/steels/12kh18n10e.shtml;ni;8.00-10.00;range
1.0614;zknives;https://zknives.com/knives/steels/1.0614.shtml;c;0.70-0.80;range
1.0614;zknives;https://zknives.com/knives/steels/1.0614.shtml;mn;0.50-0.80;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;c;0.07 - 0.12;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;cr;2.1 - 2.6;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;mo;0.5 - 0.7;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;v;0.2 - 0.35;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;w;7 - 8.5;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;ni;"до &nbsp; 0.5";qualifier
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;mn;0.4 - 0.7;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;si;0.4 - 0.7;range
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;s;"до &nbsp; 0.025";qualifier
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;p;"до &nbsp; 0.025";qualifier
12Х2МВ8ФБ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=16;nb;0.8 - 1.2;range
CPM 9V;zknives;https://zknives.com/knives/steels/cpm_9v.shtml;v;9.00-9.10;range
58CrV4;zknives;https://zknives.com/knives/steels/58crv4.shtml;c;0.55-0.62;range
58CrV4;zknives;https://zknives.com/knives/steels/58crv4.shtml;cr;0.90-1.20;range
58CrV4;zknives;https://zknives.com/knives/steels/58crv4.shtml;v;0.10-0.20;range
58CrV4;zknives;https://zknives.com/knives/steels/58crv4.shtml;mn;0.70-1.10;range
58CrV4;zknives;https://zknives.com/knives/steels/58crv4.shtml;si;0.15-0.40;range
T42;zknives;https://zknives.com/knives/steels/t42.shtml;v;3.25-3.30;range
T42;zknives;https://zknives.com/knives/steels/t42.shtml;w;9.50-10.05;range
T42;zknives;https://zknives.com/knives/steels/t42.shtml;si;0.20-0.45;range
2303;zknives;https://zknives.com/knives/steels/2303.shtml;cr;12.00-14.00;range
СрМ925;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2613;cu;6.76 - 7.38;range
DuraTech 9;zknives;https://zknives.com/knives/steels/duratech_9.shtml;v;9.00-9.10;range
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;c;"до &nbsp; 0.08";qualifier
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;cr;9 - 11;range
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;mo;5 - 6.5;range
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;w;4.5 - 5.5;range
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;ni;51.075 - 60.3;range
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;mn;"до &nbsp; 0.4";qualifier
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;si;"до &nbsp; 0.4";qualifier
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;s;"до &nbsp; 0.01";qualifier
ХН55МВЮ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=952;p;"до &nbsp; 0.015";qualifier
Д21;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1442;mn;0.4 - 0.8;range
Д21;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1442;si;"до &nbsp; 0.3";qualifier
Д21;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1442;cu;6 - 7;range
ПЖВ4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2902;c;"до &nbsp; 0.12";qualifier
ПЖВ4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2902;mn;"до &nbsp; 0.45";qualifier
ПЖВ4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2902;si;"до &nbsp; 0.15";qualifier
ПЖВ4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2902;s;"до &nbsp; 0.03";qualifier
ПЖВ4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2902;p;"до &nbsp; 0.03";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;c;"до &nbsp; 0.12";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;cr;"до &nbsp; 0.3";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;v;"до &nbsp; 0.12";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;ni;"до &nbsp; 0.3";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;mn;"до &nbsp; 1.7";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;si;"до &nbsp; 0.8";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;s;"до &nbsp; 0.035";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;p;"до &nbsp; 0.03";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;cu;"до &nbsp; 0.3";qualifier
09Г2С-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3341;n;"до &nbsp; 0.008";qualifier
303S31;zknives;https://zknives.com/knives/steels/303s31.shtml;cr;17.00-19.00;range
303S31;zknives;https://zknives.com/knives/steels/303s31.shtml;ni;8.00-10.00;range
PK4;zknives;https://zknives.com/knives/steels/pk4.shtml;c;0.15-0.36;range
PK4;zknives;https://zknives.com/knives/steels/pk4.shtml;cr;12.00-14.00;range
Excelo;zknives;https://zknives.com/knives/steels/excelo.shtml;c;0.45-0.55;range
Excelo;zknives;https://zknives.com/knives/steels/excelo.shtml;cr;1.25-1.75;range
Excelo;zknives;https://zknives.com/knives/steels/excelo.shtml;v;0.15-0.30;range
Excelo;zknives;https://zknives.com/knives/steels/excelo.shtml;w;1.00-3.00;range
Excelo;zknives;https://zknives.com/knives/steels/excelo.shtml;mn;0.20-0.40;range
Excelo;zknives;https://zknives.com/knives/steels/excelo.shtml;si;0.25-0.45;range
1.3207;zknives;https://zknives.com/knives/steels/1.3207.shtml;v;3.25-3.30;range
1.3207;zknives;https://zknives.com/knives/steels/1.3207.shtml;w;9.50-10.05;range
1.3207;zknives;https://zknives.com/knives/steels/1.3207.shtml;si;0.20-0.45;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;c;0.70-0.80;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;cr;3.75-4.50;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;mo;0.40-1.00;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;v;0.80-1.20;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;w;17.50-19.00;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;co;4.25-5.75;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;mn;0.10-0.40;range
Panther Special;zknives;https://zknives.com/knives/steels/panther_special.shtml;si;0.20-0.40;range
UGINOX MA5MV;zknives;https://zknives.com/knives/steels/uginox_ma5mv.shtml;c;0.45-0.55;range
UGINOX MA5MV;zknives;https://zknives.com/knives/steels/uginox_ma5mv.shtml;cr;14.00-15.00;range
UGINOX MA5MV;zknives;https://zknives.com/knives/steels/uginox_ma5mv.shtml;mo;0.50-0.80;range
UGINOX MA5MV;zknives;https://zknives.com/knives/steels/uginox_ma5mv.shtml;v;0.10-0.20;range
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;c;0.09 - 0.15;range
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;cr;"до &nbsp; 0.3";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;v;"до &nbsp; 0.12";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;ni;"до &nbsp; 0.3";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;mn;"до &nbsp; 1.2";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;si;"до &nbsp; 0.8";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;s;"до &nbsp; 0.035";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;p;"до &nbsp; 0.03";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;cu;"до &nbsp; 0.3";qualifier
12ГС-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3346;n;"до &nbsp; 0.008";qualifier
ПЖВ1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2899;c;"до &nbsp; 0.02";qualifier
ПЖВ1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2899;mn;"до &nbsp; 0.1";qualifier
ПЖВ1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2899;si;"до &nbsp; 0.08";qualifier
ПЖВ1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2899;s;"до &nbsp; 0.015";qualifier
ПЖВ1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2899;p;"до &nbsp; 0.15";qualifier
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;c;0.12 - 0.19;range
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;cr;"до &nbsp; 0.25";qualifier
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;ni;"до &nbsp; 0.3";qualifier
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;mn;0.35 - 0.65;range
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;si;0.17 - 0.37;range
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;s;"до &nbsp; 0.04";qualifier
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;p;"до &nbsp; 0.035";qualifier
15;splav;http://www.splav-kharkov.com/mat_start.php?name_id=82;cu;"до &nbsp; 0.3";qualifier
АЧК-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1017;c;2.6 - 3;range
АЧК-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1017;mn;0.2 - 0.6;range
АЧК-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1017;si;0.8 - 1.3;range
АЧК-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1017;s;"до &nbsp; 0.12";qualifier
АЧК-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1017;p;"до &nbsp; 0.25";qualifier
FeCr50C01;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2305;c;"до &nbsp; 0.015";qualifier
FeCr50C01;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2305;cr;45 - 55;range
FeCr50C01;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2305;si;"до &nbsp; 1.5";qualifier
FeCr50C01;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2305;s;"до &nbsp; 0.03";qualifier
FeCr50C01;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2305;p;"до &nbsp; 0.05";qualifier
FeCr50C01;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2305;n;"до &nbsp; 0.15";qualifier
080A40;zknives;https://zknives.com/knives/steels/080a40.shtml;c;0.37-0.44;range
080A40;zknives;https://zknives.com/knives/steels/080a40.shtml;mn;0.60-0.90;range
080A40;zknives;https://zknives.com/knives/steels/080a40.shtml;si;0.10-0.35;range
50X14MF;zknives;https://zknives.com/knives/steels/50x14mf.shtml;c;0.45-0.55;range
50X14MF;zknives;https://zknives.com/knives/steels/50x14mf.shtml;cr;14.00-15.00;range
50X14MF;zknives;https://zknives.com/knives/steels/50x14mf.shtml;mo;0.50-0.80;range
50X14MF;zknives;https://zknives.com/knives/steels/50x14mf.shtml;v;0.10-0.20;range
50X14MF;zknives;https://zknives.com/knives/steels/50x14mf.shtml;s;0.000-0.030;range
50X14MF;zknives;https://zknives.com/knives/steels/50x14mf.shtml;p;0.000-0.030;range
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;c;0.22 - 0.27;range
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;cr;1.8 - 2.2;range
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;v;0.15 - 0.2;range
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;ni;"до &nbsp; 0.3";qualifier
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;mn;1.6 - 1.8;range
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;si;0.7 - 0.9;range
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;s;"до &nbsp; 0.02";qualifier
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;p;"до &nbsp; 0.02";qualifier
25Х2Г2ФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1566;cu;"до &nbsp; 0.3";qualifier
ЛМцЖ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1535;ni;"до &nbsp; 0.5";qualifier
ЛМцЖ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1535;mn;3 - 4;range
ЛМцЖ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1535;si;"до &nbsp; 0.2";qualifier
ЛМцЖ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1535;p;"до &nbsp; 0.05";qualifier
ЛМцЖ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1535;cu;53 - 58;range
HMT12VWM8;marki;;c;1,25;comma
HMT12VWM8;marki;;v;2,8;comma
HMT12VWM8;marki;;w;3,5;comma
Blanco W;zknives;https://zknives.com/knives/steels/blanco_w.shtml;c;0.09-0.15;range
Blanco W;zknives;https://zknives.com/knives/steels/blanco_w.shtml;cr;11.50-13.50;range
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;c;"до &nbsp; 0.08";qualifier
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;cr;15 - 18;range
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;w;4.5 - 5.5;range
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;ni;32 - 35;range
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;mn;0.3 - 0.6;range
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;si;0.2 - 0.5;range
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;s;"до &nbsp; 0.01";qualifier
08Х17Н34В5Т3Ю2РЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=626;p;"до &nbsp; 0.01";qualifier
ФБ6;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2058;si;"до &nbsp; 10";qualifier
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;c;"до &nbsp; 0.08";qualifier
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;cr;14 - 16;range
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;mo;0.3 - 0.45;range
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;ni;3.5 - 3.9;range
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;mn;1 - 1.5;range
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;si;"до &nbsp; 0.4";qualifier
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;s;"до &nbsp; 0.025";qualifier
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;p;"до &nbsp; 0.025";qualifier
08Х15Н4ДМЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=624;cu;1 - 1.4;range
47;zknives;https://zknives.com/knives/steels/47.shtml;c;0.48-0.53;range
47;zknives;https://zknives.com/knives/steels/47.shtml;cr;0.80-1.10;range
47;zknives;https://zknives.com/knives/steels/47.shtml;mn;0.70-0.90;range
47;zknives;https://zknives.com/knives/steels/47.shtml;si;0.15-0.30;range
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;c;2.8 - 3.6;range
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;cr;8 - 9.5;range
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;mo;"до &nbsp; 0.4";qualifier
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;ni;4 - 6;range
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;mn;0.5 - 1.5;range
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;si;1.2 - 2;range
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;s;"до &nbsp; 0.1";qualifier
ЧХ9Н5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=466;p;"до &nbsp; 0.06";qualifier
White SawShirogami Saw;marki;;c;0,90-1,00;range
White SawShirogami Saw;marki;;c;0,90-1,00;comma
White SawShirogami Saw;marki;;s;0,004;comma
White SawShirogami Saw;marki;;p;0,025;comma
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;c;0.13 - 0.2;range
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;cr;0.8 - 1.1;range
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;ni;0.6 - 0.9;range
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;mn;0.3 - 0.6;range
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;si;0.6 - 0.9;range
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;s;"до &nbsp; 0.035";qualifier
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;p;"до &nbsp; 0.035";qualifier
16ХСН;splav;http://www.splav-kharkov.com/mat_start.php?name_id=587;cu;"до &nbsp; 0.2";qualifier
АМг3.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1600;cr;0.15 - 0.35;range
АМг3.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1600;mn;"до &nbsp; 0.1";qualifier
АМг3.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1600;si;"до &nbsp; 0.25";qualifier
АМг3.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1600;cu;"до &nbsp; 0.1";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;c;0.8 - 0.95;range
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;cr;1.4 - 1.7;range
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;mo;"до &nbsp; 0.2";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;v;"до &nbsp; 0.15";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;w;"до &nbsp; 0.2";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;ni;"до &nbsp; 0.4";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;mn;0.15 - 0.4;range
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;si;0.25 - 0.45;range
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;s;"до &nbsp; 0.03";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;p;"до &nbsp; 0.03";qualifier
9Х1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=139;cu;"до &nbsp; 0.3";qualifier
42НА-ВИ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=715;c;"до &nbsp; 0.03";qualifier
42НА-ВИ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=715;ni;41.5 - 42.5;range
42НА-ВИ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=715;mn;"до &nbsp; 0.05";qualifier
42НА-ВИ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=715;si;"до &nbsp; 0.15";qualifier
42НА-ВИ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=715;s;"до &nbsp; 0.01";qualifier
42НА-ВИ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=715;p;"до &nbsp; 0.006";qualifier
R11;zknives;https://zknives.com/knives/steels/r11.shtml;c;1.05-1.15;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;cr;3.50-4.00;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;mo;9.25-10.00;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;v;1.15-1.35;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;w;1.30-1.80;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;co;4.75-5.25;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;mn;0.15-0.40;range
R11;zknives;https://zknives.com/knives/steels/r11.shtml;si;0.20-0.45;range
1.7241;zknives;https://zknives.com/knives/steels/1.7241.shtml;c;0.56-0.64;range
1.7241;zknives;https://zknives.com/knives/steels/1.7241.shtml;cr;0.70-0.90;range
1.7241;zknives;https://zknives.com/knives/steels/1.7241.shtml;mo;0.25-0.35;range
1.7241;zknives;https://zknives.com/knives/steels/1.7241.shtml;mn;0.75-1.00;range
1.7241;zknives;https://zknives.com/knives/steels/1.7241.shtml;si;0.15-0.30;range
1044;zknives;https://zknives.com/knives/steels/1044.shtml;c;0.43-0.50;range
1044;zknives;https://zknives.com/knives/steels/1044.shtml;mn;0.30-0.60;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;c;0.19 - 0.26;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;cr;1.9 - 2.4;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;mo;0.35 - 0.45;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;v;0.18 - 0.28;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;ni;0.8 - 1.2;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;mn;0.3 - 0.7;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;si;0.17 - 0.37;range
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;s;"до &nbsp; 0.025";qualifier
23Х2НМФА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1760;p;"до &nbsp; 0.025";qualifier
