grade;source;link;element;value;issue_type
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;c;1.10-1.20;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;cr;3.00-3.60;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;mo;3.80-4.30;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;v;2.30-2.70;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;w;8.50-9.50;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;co;7.50-8.50;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;ni;0.00-0.40;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;mn;0.00-0.50;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;si;0.00-0.60;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;s;0.000-0.030;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;p;0.000-0.030;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;cu;0.00-0.25;range
R9M4K8-MP;zknives;https://zknives.com/knives/steels/r9m4k8-mp.shtml;n;0.02-0.06;range
CTS-40CP;zknives;https://zknives.com/knives/steels/cts-40cp.shtml;c;0.96-1.20;range
CTS-40CP;zknives;https://zknives.com/knives/steels/cts-40cp.shtml;cr;16.00-18.00;range
CTS-40CP;zknives;https://zknives.com/knives/steels/cts-40cp.shtml;s;0.000-0.030;range
CTS-40CP;zknives;https://zknives.com/knives/steels/cts-40cp.shtml;p;0.000-0.040;range
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;c;0.27 - 0.33;range
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;cr;14 - 16;range
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;w;2.5 - 3.5;range
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;ni;34 - 36;range
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;mn;0.5 - 1;range
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;si;"до &nbsp; 0.6";qualifier
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;s;"до &nbsp; 0.015";qualifier
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;p;"до &nbsp; 0.025";qualifier
Св-30Х15Н35В3Б3Т;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3207;nb;2.8 - 3.5;range
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;c;"до &nbsp; 3";qualifier
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;cr;1 - 2.5;range
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;ni;18 - 22;range
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;mn;0.5 - 1.5;range
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;si;1.5 - 3;range
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;p;"до &nbsp; 0.08";qualifier
S-NiCr20-2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=871;cu;"до &nbsp; 0.5";qualifier
УСМ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1645;cu;"до &nbsp; 0.02";qualifier
K765;zknives;https://zknives.com/knives/steels/k765.shtml;c;1.40-1.50;range
K765;zknives;https://zknives.com/knives/steels/k765.shtml;v;3.00-3.50;range
K765;zknives;https://zknives.com/knives/steels/k765.shtml;mn;0.30-0.50;range
K765;zknives;https://zknives.com/knives/steels/k765.shtml;si;0.20-0.35;range
1.2311;zknives;https://zknives.com/knives/steels/1.2311.shtml;c;0.35-0.45;range
1.2311;zknives;https://zknives.com/knives/steels/1.2311.shtml;cr;1.80-2.10;range
1.2311;zknives;https://zknives.com/knives/steels/1.2311.shtml;mo;0.15-0.25;range
1.2311;zknives;https://zknives.com/knives/steels/1.2311.shtml;mn;1.30-1.60;range
1.2311;zknives;https://zknives.com/knives/steels/1.2311.shtml;si;0.20-0.40;range
SUJ151100;marki;;c;0,95-1,10;range
SUJ151100;marki;;c;0,95-1,10;comma
SUJ151100;marki;;s;0,025;comma
SUJ151100;marki;;p;0,025;comma
МК;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1374;cu;98.8 - 99.1;range
VegaA6;marki;;c;0,7;comma
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;c;0.35 - 0.45;range
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;cr;1 - 1.4;range
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;v;0.15 - 0.3;range
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;mn;0.5 - 0.8;range
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;si;0.2 - 0.5;range
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;s;"до &nbsp; 0.04";qualifier
40ХФЛ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1716;p;"до &nbsp; 0.04";qualifier
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;c;0.42 - 0.5;range
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;cr;"до &nbsp; 0.3";qualifier
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;ni;"до &nbsp; 0.3";qualifier
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;mn;0.7 - 1;range
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;si;0.17 - 0.37;range
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;s;"до &nbsp; 0.035";qualifier
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;p;"до &nbsp; 0.035";qualifier
45Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=150;cu;"до &nbsp; 0.3";qualifier
70X16MFS-SH;zknives;https://zknives.com/knives/steels/70x16mfs-sh.shtml;cr;15.50-16.00;range
N8;zknives;https://zknives.com/knives/steels/n8.shtml;mn;0.10-0.40;range
N8;zknives;https://zknives.com/knives/steels/n8.shtml;si;0.10-0.40;range
ЧГ7Х4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=488;c;3 - 3.8;range
ЧГ7Х4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=488;cr;3 - 5;range
ЧГ7Х4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=488;mn;6 - 8;range
ЧГ7Х4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=488;si;1.4 - 2;range
ЧГ7Х4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=488;s;"до &nbsp; 0.05";qualifier
ЧГ7Х4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=488;p;"до &nbsp; 0.1";qualifier
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;c;0.57-0.65;range
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;cr;0.00-0.30;range
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;mn;0.60-0.90;range
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;si;1.50-2.00;range
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;s;0.000-0.025;range
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;p;0.000-0.025;range
60C2A;zknives;https://zknives.com/knives/steels/60c2a.shtml;cu;0.00-0.20;range
11KH;zknives;https://zknives.com/knives/steels/11kh.shtml;c;0.45-1.00;range
11KH;zknives;https://zknives.com/knives/steels/11kh.shtml;cr;0.70-1.20;range
11KH;zknives;https://zknives.com/knives/steels/11kh.shtml;v;0.10-0.30;range
11KH;zknives;https://zknives.com/knives/steels/11kh.shtml;mn;0.10-0.90;range
15Х13Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=522;c;"до &nbsp; 0.15";qualifier
15Х13Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=522;cr;12 - 14;range
15Х13Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=522;mn;0.3 - 0.8;range
15Х13Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=522;si;0.2 - 0.8;range
15Х13Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=522;s;"до &nbsp; 0.025";qualifier
15Х13Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=522;p;"до &nbsp; 0.03";qualifier
G414004140;marki;;c;0,38-0,43;range
G414004140;marki;;c;0,38-0,43;comma
G414004140;marki;;s;0,04;comma
G414004140;marki;;p;0,035;comma
FeSi90Al2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2032;c;"до &nbsp; 0.15";qualifier
FeSi90Al2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2032;cr;"до &nbsp; 0.2";qualifier
FeSi90Al2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2032;mn;"до &nbsp; 0.5";qualifier
FeSi90Al2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2032;si;87 - 95;range
FeSi90Al2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2032;s;"до &nbsp; 0.04";qualifier
FeSi90Al2;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2032;p;"до &nbsp; 0.04";qualifier
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;c;0.12 - 0.2;range
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;cr;"до &nbsp; 0.3";qualifier
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;ni;"до &nbsp; 0.3";qualifier
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;mn;0.45 - 0.75;range
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;si;0.17 - 0.37;range
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;s;"до &nbsp; 0.04";qualifier
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;p;"до &nbsp; 0.04";qualifier
16К;splav;http://www.splav-kharkov.com/mat_start.php?name_id=95;cu;"до &nbsp; 0.3";qualifier
LO-S 3207;zknives;https://zknives.com/knives/steels/lo-s_3207.shtml;v;3.25-3.30;range
LO-S 3207;zknives;https://zknives.com/knives/steels/lo-s_3207.shtml;w;9.50-10.05;range
LO-S 3207;zknives;https://zknives.com/knives/steels/lo-s_3207.shtml;si;0.20-0.45;range
ЛА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1536;ni;"до &nbsp; 0.3";qualifier
ЛА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1536;mn;"до &nbsp; 0.5";qualifier
ЛА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1536;si;"до &nbsp; 0.3";qualifier
ЛА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1536;p;"до &nbsp; 0.05";qualifier
ЛА;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1536;cu;63 - 68;range
SK2;zknives;https://zknives.com/knives/steels/sk2.shtml;c;1.15-1.25;range
SK2;zknives;https://zknives.com/knives/steels/sk2.shtml;mn;0.10-0.40;range
SK2;zknives;https://zknives.com/knives/steels/sk2.shtml;si;0.10-0.30;range
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;c;0.8 - 0.9;range
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;cr;"до &nbsp; 0.2";qualifier
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;ni;"до &nbsp; 0.25";qualifier
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;mn;0.33 - 0.58;range
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;si;0.17 - 0.33;range
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;s;"до &nbsp; 0.028";qualifier
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;p;"до &nbsp; 0.03";qualifier
У8Г;splav;http://www.splav-kharkov.com/mat_start.php?name_id=580;cu;"до &nbsp; 0.25";qualifier
58M;zknives;https://zknives.com/knives/steels/58m.shtml;cr;17.00-19.00;range
58M;zknives;https://zknives.com/knives/steels/58m.shtml;ni;8.00-10.00;range
1.1819;zknives;https://zknives.com/knives/steels/1.1819.shtml;c;0.80-0.93;range
1.1819;zknives;https://zknives.com/knives/steels/1.1819.shtml;mn;0.70-1.00;range
N04400;csv;;c;0,15;comma
N04400;csv;;ni;63,0 мин.;qualifier
N04400;csv;;ni;63,0 мин.;comma
N04400;csv;;mn;1,00;comma
N04400;csv;;si;0,5 макс.;qualifier
N04400;csv;;si;0,5 макс.;comma
N04400;csv;;s;0,024 макс.;qualifier
N04400;csv;;s;0,024 макс.;comma
N04400;csv;;cu;31,0;comma
N04400;csv;;tech;Fe 25 макс.;qualifier
S32506;csv;;c;0,03;comma
S32506;csv;;cr;24,0-26,0;range
S32506;csv;;cr;24,0-26,0;comma
S32506;csv;;mo;2,0-3,5;range
S32506;csv;;mo;2,0-3,5;comma
S32506;csv;;w;0,05-0,30;range
S32506;csv;;w;0,05-0,30;comma
S32506;csv;;ni;5,5-7,2;range
S32506;csv;;ni;5,5-7,2;comma
S32506;csv;;mn;1,00;comma
S32506;csv;;n;0,10-0,30;range
S32506;csv;;n;0,10-0,30;comma
FeCr60C40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2294;c;2 - 4;range
FeCr60C40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2294;cr;55 - 65;range
FeCr60C40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2294;si;"до &nbsp; 1.5";qualifier
FeCr60C40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2294;s;"до &nbsp; 0.05";qualifier
FeCr60C40;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2294;p;"до &nbsp; 0.05";qualifier
PM14-2-4CrMoV;zknives;https://zknives.com/knives/steels/pm14-2-4crmov.shtml;c;1.45-1.48;range
PM14-2-4CrMoV;zknives;https://zknives.com/knives/steels/pm14-2-4crmov.shtml;w;0.10-0.40;range
ASP2055;zknives;https://zknives.com/knives/steels/asp2055.shtml;mn;0.20-0.40;range
H&R No.61;zknives;https://zknives.com/knives/steels/h~r_no.61.shtml;c;1.40-1.60;range
H&R No.61;zknives;https://zknives.com/knives/steels/h~r_no.61.shtml;cr;11.00-13.00;range
H&R No.61;zknives;https://zknives.com/knives/steels/h~r_no.61.shtml;mo;0.70-1.20;range
H&R No.61;zknives;https://zknives.com/knives/steels/h~r_no.61.shtml;co;2.50-3.50;range
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;c;"до &nbsp; 0.1";qualifier
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;w;2.5 - 3.5;range
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;mn;"до &nbsp; 0.03";qualifier
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;si;"до &nbsp; 0.02";qualifier
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;s;"до &nbsp; 0.005";qualifier
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;p;"до &nbsp; 0.001";qualifier
НВ3;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1170;cu;"до &nbsp; 0.05";qualifier
FeMnSi28;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1970;c;"до &nbsp; 0.5";qualifier
FeMnSi28;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1970;mn;65 - 75;range
FeMnSi28;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1970;si;25 - 30;range
FeMnSi28;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1970;s;"до &nbsp; 0.03";qualifier
FeMnSi28;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1970;p;"до &nbsp; 0.2";qualifier
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;c;"до &nbsp; 0.07";qualifier
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;cr;17 - 20;range
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;ni;8 - 11;range
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;mn;1 - 2;range
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;si;0.2 - 1;range
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;s;"до &nbsp; 0.03";qualifier
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;p;"до &nbsp; 0.035";qualifier
07Х18Н9Л;splav;http://www.splav-kharkov.com/mat_start.php?name_id=560;cu;"до &nbsp; 0.3";qualifier
МЛ5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1347;ni;"до &nbsp; 0.01";qualifier
МЛ5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1347;mn;0.15 - 0.5;range
МЛ5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1347;si;"до &nbsp; 0.25";qualifier
МЛ5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1347;cu;"до &nbsp; 0.1";qualifier
AlB4;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2721;si;"до &nbsp; 0.3";qualifier
MCL3;zknives;https://zknives.com/knives/steels/mcl3.shtml;c;0.35-0.45;range
MCL3;zknives;https://zknives.com/knives/steels/mcl3.shtml;cr;1.80-2.10;range
MCL3;zknives;https://zknives.com/knives/steels/mcl3.shtml;mo;0.15-0.25;range
MCL3;zknives;https://zknives.com/knives/steels/mcl3.shtml;mn;1.30-1.60;range
MCL3;zknives;https://zknives.com/knives/steels/mcl3.shtml;si;0.20-0.40;range
Х98.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2098;c;"до &nbsp; 0.03";qualifier
Х98.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2098;cr;"min &nbsp; 98.5";qualifier
Х98.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2098;si;"до &nbsp; 0.4";qualifier
Х98.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2098;s;"до &nbsp; 0.02";qualifier
Х98.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2098;p;"до &nbsp; 0.02";qualifier
Х98.5;splav;http://www.splav-kharkov.com/mat_start.php?name_id=2098;cu;"до &nbsp; 0.02";qualifier
Ruetom Special;zknives;https://zknives.com/knives/steels/ruetom_special.shtml;cr;12.00-14.00;range
Micro-Melt A11 LVC;zknives;https://zknives.com/knives/steels/micro-melt_a11_lvc.shtml;v;9.00-9.10;range
20895;splav;http://www.splav-kharkov.com/mat_start.php?name_id=964;c;"до &nbsp; 0.035";qualifier
20895;splav;http://www.splav-kharkov.com/mat_start.php?name_id=964;mn;"до &nbsp; 0.3";qualifier
20895;splav;http://www.splav-kharkov.com/mat_start.php?name_id=964;si;"до &nbsp; 0.3";qualifier
20895;splav;http://www.splav-kharkov.com/mat_start.php?name_id=964;s;"до &nbsp; 0.03";qualifier
20895;splav;http://www.splav-kharkov.com/mat_start.php?name_id=964;p;"до &nbsp; 0.02";qualifier
20895;splav;http://www.splav-kharkov.com/mat_start.php?name_id=964;cu;"до &nbsp; 0.3";qualifier
1.1223;zknives;https://zknives.com/knives/steels/1.1223.shtml;c;0.60-0.70;range
1.1223;zknives;https://zknives.com/knives/steels/1.1223.shtml;mn;0.50-0.80;range
Tenax S;zknives;https://zknives.com/knives/steels/tenax_s.shtml;c;0.45-0.55;range
Tenax S;zknives;https://zknives.com/knives/steels/tenax_s.shtml;cr;1.25-1.75;range
Tenax S;zknives;https://zknives.com/knives/steels/tenax_s.shtml;v;0.15-0.30;range
Tenax S;zknives;https://zknives.com/knives/steels/tenax_s.shtml;w;1.00-3.00;range
Tenax S;zknives;https://zknives.com/knives/steels/tenax_s.shtml;mn;0.20-0.40;range
Tenax S;zknives;https://zknives.com/knives/steels/tenax_s.shtml;si;0.25-0.45;range
Vasco Die;zknives;https://zknives.com/knives/steels/vasco_die.shtml;mn;0.00-0.30;range
Orion;zknives;https://zknives.com/knives/steels/orion.shtml;c;0.45-1.00;range
Orion;zknives;https://zknives.com/knives/steels/orion.shtml;cr;0.70-1.20;range
Orion;zknives;https://zknives.com/knives/steels/orion.shtml;v;0.10-0.30;range
Orion;zknives;https://zknives.com/knives/steels/orion.shtml;mn;0.10-0.90;range
20 Mo6™;csv;;c;0,03;comma
20 Mo6™;csv;;cr;22-26;range
20 Mo6™;csv;;mo;5-6,7;range
20 Mo6™;csv;;mo;5-6,7;comma
20 Mo6™;csv;;ni;33-37;range
20 Mo6™;csv;;si;0,5;comma
20 Mo6™;csv;;s;0,03;comma
20 Mo6™;csv;;p;0,03;comma
20 Mo6™;csv;;cu;2-4;range
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;c;0.06 - 0.09;range
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;cr;"до &nbsp; 0.3";qualifier
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;v;0.04 - 0.08;range
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;ni;"до &nbsp; 0.3";qualifier
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;mn;"до &nbsp; 1.2";qualifier
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;si;0.2 - 0.4;range
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;s;"до &nbsp; 0.035";qualifier
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;p;"до &nbsp; 0.03";qualifier
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;cu;"до &nbsp; 0.3";qualifier
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;nb;0.02 - 0.06;range
07ГФБ-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3339;n;"до &nbsp; 0.012";qualifier
2714 ISO-B;csv;;c;0,55;comma
2714 ISO-B;csv;;cr;1,10;comma
2714 ISO-B;csv;;mo;0,50;comma
2714 ISO-B;csv;;v;0,10;comma
2714 ISO-B;csv;;ni;1,70;comma
2714 ISO-B;csv;;mn;0,75;comma
2714 ISO-B;csv;;si;0,30;comma
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;c;"до &nbsp; 0.02";qualifier
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;cr;14.5 - 16.5;range
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;mo;15 - 17;range
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;w;3 - 4.5;range
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;ni;60.353 - 67.5;range
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;mn;"до &nbsp; 1";qualifier
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;si;"до &nbsp; 0.1";qualifier
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;s;"до &nbsp; 0.012";qualifier
ХН65МВУ;splav;http://www.splav-kharkov.com/mat_start.php?name_id=763;p;"до &nbsp; 0.015";qualifier
EPS51;zknives;https://zknives.com/knives/steels/eps51.shtml;c;0.33-0.43;range
EPS51;zknives;https://zknives.com/knives/steels/eps51.shtml;cr;4.75-5.50;range
EPS51;zknives;https://zknives.com/knives/steels/eps51.shtml;mo;1.10-1.60;range
EPS51;zknives;https://zknives.com/knives/steels/eps51.shtml;v;0.30-0.60;range
EPS51;zknives;https://zknives.com/knives/steels/eps51.shtml;mn;0.20-0.50;range
EPS51;zknives;https://zknives.com/knives/steels/eps51.shtml;si;0.80-1.20;range
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;c;"до &nbsp; 0.08";qualifier
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;cr;17 - 19;range
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;ni;"до &nbsp; 0.6";qualifier
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;mn;"до &nbsp; 0.7";qualifier
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;si;"до &nbsp; 0.8";qualifier
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;s;"до &nbsp; 0.025";qualifier
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;p;"до &nbsp; 0.035";qualifier
08Х18Т1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=321;cu;"до &nbsp; 0.3";qualifier
АО6-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1105;ni;0.7 - 1.3;range
АО6-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1105;si;"до &nbsp; 0.3";qualifier
АО6-1;splav;http://www.splav-kharkov.com/mat_start.php?name_id=1105;cu;0.7 - 1.3;range
CM60;zknives;https://zknives.com/knives/steels/cm60.shtml;c;0.55-0.65;range
CM60;zknives;https://zknives.com/knives/steels/cm60.shtml;mn;0.60-0.90;range
MV-58;zknives;https://zknives.com/knives/steels/mv-58.shtml;c;0.45-0.55;range
MV-58;zknives;https://zknives.com/knives/steels/mv-58.shtml;cr;14.00-15.00;range
MV-58;zknives;https://zknives.com/knives/steels/mv-58.shtml;mo;0.50-0.80;range
MV-58;zknives;https://zknives.com/knives/steels/mv-58.shtml;v;0.10-0.20;range
Pneumo;zknives;https://zknives.com/knives/steels/pneumo.shtml;c;0.45-0.55;range
Pneumo;zknives;https://zknives.com/knives/steels/pneumo.shtml;cr;1.25-1.75;range
Pneumo;zknives;https://zknives.com/knives/steels/pneumo.shtml;v;0.15-0.30;range
Pneumo;zknives;https://zknives.com/knives/steels/pneumo.shtml;w;1.00-3.00;range
Pneumo;zknives;https://zknives.com/knives/steels/pneumo.shtml;mn;0.20-0.40;range
Pneumo;zknives;https://zknives.com/knives/steels/pneumo.shtml;si;0.25-0.45;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;c;1.1 - 1.2;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;cr;3 - 3.6;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;mo;3.8 - 4.3;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;v;2.3 - 2.7;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;w;8.5 - 9.5;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;co;7.5 - 8.5;range
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;ni;"до &nbsp; 0.4";qualifier
Р9М4К8-МП;splav;http://www.splav-kharkov.com/mat_start.php?name_id=3036;mn;"до &nbsp; 0.5";qualifier
