grade;link;db_standard;expected_standard;standard_expected_source;cc;country_cc;country_card;maker_card;maker_table;status
Ossenberg CRV;https://zknives.com/knives/steels/ossenberg_crv.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;Ossenberg;placeholder
DS SPecial;https://zknives.com/knives/steels/ds_special.shtml;zknives.com, Международная база;Poldi, Германия;card_maker;DE;Германия;Чехия;Poldi;Ossenberg;placeholder
Thyrodur2210;https://zknives.com/knives/steels/thyrodur2210.shtml;zknives.com, Международная база;TES, Германия;card_maker;DE;Германия;Германия;TES;Ossenberg;placeholder
ES10;https://zknives.com/knives/steels/es10.shtml;zknives.com, Международная база;WSM Werkzeugstahl, Германия;card_maker;DE;Германия;Германия;WSM Werkzeugstahl;Ossenberg;placeholder
SLD8;https://zknives.com/knives/steels/sld8.shtml;zknives.com, Международная база;Hitachi, Япония;card_maker;JP;Япония;Япония;Hitachi;Hitachi;placeholder
S-Magic;https://zknives.com/knives/steels/s-magic.shtml;zknives.com, Международная база;Hitachi, Япония;card_maker;JP;Япония;Япония;Hitachi;Hitachi;placeholder
SLD Magic;https://zknives.com/knives/steels/sld_magic.shtml;zknives.com, Международная база;Hitachi, Япония;card_maker;JP;Япония;Япония;Hitachi;Hitachi;placeholder
QCM8;https://zknives.com/knives/steels/qcm8.shtml;zknives.com, Международная база;Sanyo, Япония;card_maker;JP;Япония;Япония;Sanyo;Hitachi;placeholder
Vanadis 8;https://zknives.com/knives/steels/vanadis_8.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
Kinite;https://zknives.com/knives/steels/kinite.shtml;zknives.com, Международная база;Kinite, США;table_maker;US;США;США;;Kinite;placeholder
CPM SPY27;https://zknives.com/knives/steels/cpm_spy27.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Crucible;placeholder
CPM-SPY27;https://zknives.com/knives/steels/cpm-spy27.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Crucible;placeholder
SPY27;https://zknives.com/knives/steels/spy27.shtml;zknives.com, Международная база;Crucible, США;card_maker;US;США;США;Crucible;Crucible;placeholder
X39CrMo17-1;https://zknives.com/knives/steels/x39crmo17-1.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
X35CrMo17;https://zknives.com/knives/steels/x35crmo17.shtml;DIN, Германия;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
1.4122;https://zknives.com/knives/steels/1.4122.shtml;EN, Европа;W-Nr, Словения;card_maker;SI;Словения;Германия;W-Nr;Metal Ravne;mismatch
40KH16M;https://zknives.com/knives/steels/40kh16m.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Россия;;Metal Ravne;placeholder
40CH16M;https://zknives.com/knives/steels/40ch16m.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Россия;;Metal Ravne;placeholder
40X16M;https://zknives.com/knives/steels/40x16m.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Россия;;Metal Ravne;placeholder
3H17M;https://zknives.com/knives/steels/3h17m.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Польша;;Metal Ravne;placeholder
N335;https://zknives.com/knives/steels/n335.shtml;zknives.com, Международная база;Bohler-Uddeholm, Словения;card_maker;SI;Словения;Швеция;Bohler-Uddeholm;Metal Ravne;placeholder
GR17M;https://zknives.com/knives/steels/gr17m.shtml;zknives.com, Международная база;Dorrenberg, Словения;card_maker;SI;Словения;Германия;Dorrenberg;Metal Ravne;placeholder
HC17M;https://zknives.com/knives/steels/hc17m.shtml;zknives.com, Международная база;Dorrenberg, Словения;card_maker;SI;Словения;Германия;Dorrenberg;Metal Ravne;placeholder
Coracid4122;https://zknives.com/knives/steels/coracid4122.shtml;zknives.com, Международная база;"Kind &amp; Co, Словения";card_maker;SI;Словения;Германия;"Kind &amp; Co";Metal Ravne;placeholder
RFMo;https://zknives.com/knives/steels/rfmo.shtml;zknives.com, Международная база;Lohmann, Словения;card_maker;SI;Словения;Германия;Lohmann;Metal Ravne;placeholder
PK335;https://zknives.com/knives/steels/pk335.shtml;zknives.com, Международная база;Metal Ravne, Италия;card_maker;IT;Италия;Словения;Metal Ravne;Bonomi Acciai;placeholder
RFSh4;https://zknives.com/knives/steels/rfsh4.shtml;zknives.com, Международная база;Ossenberg, Словения;card_maker;SI;Словения;Германия;Ossenberg;Metal Ravne;placeholder
PMCo174;https://zknives.com/knives/steels/pmco174.shtml;zknives.com, Международная база;Platestahl, Словения;card_maker;SI;Словения;Германия;Platestahl;Metal Ravne;placeholder
GX35CrMo17;https://zknives.com/knives/steels/gx35crmo17.shtml;zknives.com, Международная база;Stahl Eisen, Словения;card_maker;SI;Словения;Германия;Stahl Eisen;Metal Ravne;placeholder
Corronon17Mo;https://zknives.com/knives/steels/corronon17mo.shtml;zknives.com, Международная база;Stahlwerk Stahlschmidt, Словения;card_maker;SI;Словения;Германия;Stahlwerk Stahlschmidt;Metal Ravne;placeholder
REMANIT4122;https://zknives.com/knives/steels/remanit4122.shtml;zknives.com, Международная база;TES, Словения;card_maker;SI;Словения;Германия;TES;Metal Ravne;placeholder
NOVONIT4122;https://zknives.com/knives/steels/novonit4122.shtml;zknives.com, Международная база;Thyssen-Krupp, Словения;card_maker;SI;Словения;Германия;Thyssen-Krupp;Metal Ravne;placeholder
Westig4122;https://zknives.com/knives/steels/westig4122.shtml;zknives.com, Международная база;Westig GmbH, Словения;card_maker;SI;Словения;Германия;Westig GmbH;Metal Ravne;placeholder
K35L;https://zknives.com/knives/steels/k35l.shtml;zknives.com, Международная база;Zapp, Словения;card_maker;SI;Словения;Германия;Zapp;Metal Ravne;placeholder
1.3351;https://zknives.com/knives/steels/1.3351.shtml;EN, Европа;W-Nr, Франция;card_maker;FR;Франция;Германия;W-Nr;;mismatch
S690;https://zknives.com/knives/steels/s690.shtml;zknives.com, Международная база;Bohler-Uddeholm, Франция;card_maker;FR;Франция;Швеция;Bohler-Uddeholm;;placeholder
PM4;https://zknives.com/knives/steels/pm4.shtml;zknives.com, Международная база;Scana, Франция;card_maker;FR;Франция;Норвегия;Scana;;placeholder
Stellapur PM4;https://zknives.com/knives/steels/stellapur_pm4.shtml;zknives.com, Международная база;Scana, Франция;card_maker;FR;Франция;Норвегия;Scana;;placeholder
LO-K 2695;https://zknives.com/knives/steels/lo-k_2695.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
1.2695;https://zknives.com/knives/steels/1.2695.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
81MoCrV42-16;https://zknives.com/knives/steels/81mocrv42-16.shtml;GB/T, Китай;Metal Ravne, Словения;table_maker;SI;Словения;Германия;;Metal Ravne;mismatch
M50;https://zknives.com/knives/steels/m50.shtml;zknives.com, Международная база;Latrobe, США;table_maker;US;США;США;;Latrobe;placeholder
1.2369;https://zknives.com/knives/steels/1.2369.shtml;EN, Европа;W-Nr, США;card_maker;US;США;Германия;W-Nr;Latrobe;mismatch
1.3325;https://zknives.com/knives/steels/1.3325.shtml;EN, Европа;W-Nr, Словения;card_maker;SI;Словения;Германия;W-Nr;Metal Ravne;mismatch
HS0-4-1;https://zknives.com/knives/steels/hs0-4-1.shtml;zknives.com, Международная база;Metal Ravne, Словения;table_maker;SI;Словения;Европа;;Metal Ravne;placeholder
RA50YW;https://zknives.com/knives/steels/ra50yw.shtml;zknives.com, Международная база;"Aubert &amp; Duval, США";card_maker;US;США;Франция;"Aubert &amp; Duval";Latrobe;placeholder
RA4W;https://zknives.com/knives/steels/ra4w.shtml;zknives.com, Международная база;"Aubert &amp; Duval, США";card_maker;US;США;Франция;"Aubert &amp; Duval";Latrobe;placeholder
RPMoH;https://zknives.com/knives/steels/rpmoh.shtml;zknives.com, Международная база;"Kind &amp; Co, Словения";card_maker;SI;Словения;Германия;"Kind &amp; Co";Metal Ravne;placeholder
LO-S 2369;https://zknives.com/knives/steels/lo-s_2369.shtml;zknives.com, Международная база;Lohmann, Словения;card_maker;SI;Словения;Германия;Lohmann;Metal Ravne;placeholder
OH260;https://zknives.com/knives/steels/oh260.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;Metal Ravne;placeholder
EPS69;https://zknives.com/knives/steels/eps69.shtml;zknives.com, Международная база;Ossenberg, Словения;card_maker;SI;Словения;Германия;Ossenberg;Metal Ravne;placeholder
SIHard 2369;https://zknives.com/knives/steels/sihard_2369.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Словения;card_maker;SI;Словения;Словения;SIJ Metal Ravne D.O.O.;Metal Ravne;placeholder
Yushu;https://zknives.com/knives/steels/yushu.shtml;zknives.com, Международная база;Yushu, Китай;table_maker;CN;Китай;Китай;;Yushu;placeholder
LO-K 2601;https://zknives.com/knives/steels/lo-k_2601.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Ossenberg;placeholder
1.2601;https://zknives.com/knives/steels/1.2601.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
X165CrMoW12KU;https://zknives.com/knives/steels/x165crmow12ku.shtml;DIN, Германия;Ossenberg, Германия;table_maker;DE;Германия;Италия;;Ossenberg;mismatch
C.4750;https://zknives.com/knives/steels/c.4750.shtml;zknives.com, Международная база;JUS, Германия;card_maker;DE;Германия;Macedonia;JUS;Ossenberg;placeholder
165VWMoCr115;https://zknives.com/knives/steels/165vwmocr115.shtml;zknives.com, Международная база;STAS, Германия;card_maker;DE;Германия;Romania;STAS;Ossenberg;placeholder
2601;https://zknives.com/knives/steels/2601.shtml;AISI, США;Buderus Edelstahlwerke, Германия;card_maker;DE;Германия;Германия;Buderus Edelstahlwerke;Ossenberg;mismatch
CPPK;https://zknives.com/knives/steels/cppk.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;Ossenberg;placeholder
50SZ-Spezial;https://zknives.com/knives/steels/50sz-spezial.shtml;zknives.com, Международная база;Eschmann-Stahl, Германия;card_maker;DE;Германия;Германия;Eschmann-Stahl;Ossenberg;placeholder
SL-Spezial;https://zknives.com/knives/steels/sl-spezial.shtml;zknives.com, Международная база;Grimm Edelstahl, Германия;card_maker;DE;Германия;Германия;Grimm Edelstahl;Ossenberg;placeholder
Intensiv-Spezial;https://zknives.com/knives/steels/intensiv-spezial.shtml;zknives.com, Международная база;Hagener Gussstahlwerke, Германия;card_maker;DE;Германия;Германия;Hagener Gussstahlwerke;Ossenberg;placeholder
CH160W;https://zknives.com/knives/steels/ch160w.shtml;zknives.com, Международная база;"Kind &amp; Co, Германия";card_maker;DE;Германия;Германия;"Kind &amp; Co";Ossenberg;placeholder
L170;https://zknives.com/knives/steels/l170.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Ossenberg;placeholder
VG11;https://zknives.com/knives/steels/vg11.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Ossenberg;placeholder
OCR12EX;https://zknives.com/knives/steels/ocr12ex.shtml;zknives.com, Международная база;Metal Ravne, Германия;card_maker;DE;Германия;Словения;Metal Ravne;Ossenberg;placeholder
ESMo;https://zknives.com/knives/steels/esmo.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;Ossenberg;placeholder
NM240WMo;https://zknives.com/knives/steels/nm240wmo.shtml;zknives.com, Международная база;Platestahl, Германия;card_maker;DE;Германия;Германия;Platestahl;Ossenberg;placeholder
476E;https://zknives.com/knives/steels/476e.shtml;zknives.com, Международная база;Schmidt+Clemens, Германия;card_maker;DE;Германия;Германия;Schmidt+Clemens;Ossenberg;placeholder
SIHard 2601;https://zknives.com/knives/steels/sihard_2601.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Германия;card_maker;DE;Германия;Словения;SIJ Metal Ravne D.O.O.;Ossenberg;placeholder
BoraspezialM;https://zknives.com/knives/steels/boraspezialm.shtml;zknives.com, Международная база;TES, Германия;card_maker;DE;Германия;Германия;TES;Ossenberg;placeholder
LC120;https://zknives.com/knives/steels/lc120.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Ossenberg;placeholder
LO-K 2604;https://zknives.com/knives/steels/lo-k_2604.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
73WCrMoV2-2;https://zknives.com/knives/steels/73wcrmov2-2.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Германия;;Lohmann;placeholder
1.2604;https://zknives.com/knives/steels/1.2604.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
BE2604;https://zknives.com/knives/steels/be2604.shtml;zknives.com, Международная база;Bestar, Германия;card_maker;DE;Германия;Германия;Bestar;Lohmann;placeholder
Micro-Melt CD1;https://zknives.com/knives/steels/micro-melt_cd1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
CD1;https://zknives.com/knives/steels/cd1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
Micro-Melt CD#1;https://zknives.com/knives/steels/micro-melt_cd!1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
CD#1;https://zknives.com/knives/steels/cd!1.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
Z-Tuff;https://zknives.com/knives/steels/z-tuff.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
140CrV1;https://zknives.com/knives/steels/140crv1.shtml;GB/T, Китай;Ossenberg, Германия;table_maker;DE;Германия;Германия;;Ossenberg;mismatch
1.2206;https://zknives.com/knives/steels/1.2206.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
UHB30C5;https://zknives.com/knives/steels/uhb30c5.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Ossenberg;placeholder
WO120;https://zknives.com/knives/steels/wo120.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;Ossenberg;placeholder
1.2004;https://zknives.com/knives/steels/1.2004.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;;mismatch
Cr1;https://zknives.com/knives/steels/cr1.shtml;zknives.com, Международная база;Buderus, Европа;card_maker;EU;Европа;Германия;Buderus;;placeholder
PV3;https://zknives.com/knives/steels/pv3.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;;placeholder
Thyrodur2004;https://zknives.com/knives/steels/thyrodur2004.shtml;zknives.com, Международная база;Thyssen-Krupp, Германия;card_maker;DE;Германия;Германия;Thyssen-Krupp;;placeholder
MC4;https://zknives.com/knives/steels/mc4.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;;placeholder
OH255;https://zknives.com/knives/steels/oh255.shtml;zknives.com, Международная база;Metal Ravne, Словения;card_maker;SI;Словения;Словения;Metal Ravne;SIJ Metal Ravne D.O.O.;placeholder
SIhard S460;https://zknives.com/knives/steels/sihard_s460.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Словения;card_maker;SI;Словения;Словения;SIJ Metal Ravne D.O.O.;SIJ Metal Ravne D.O.O.;placeholder
W112;https://zknives.com/knives/steels/w112.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
1.1563;https://zknives.com/knives/steels/1.1563.shtml;EN, Европа;W-Nr, Европа;card_maker;EU;Европа;Германия;W-Nr;;mismatch
1.1663;https://zknives.com/knives/steels/1.1663.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
C.1943;https://zknives.com/knives/steels/c.1943.shtml;zknives.com, Международная база;JUS, Европа;card_maker;EU;Европа;Macedonia;JUS;;placeholder
C.1944;https://zknives.com/knives/steels/c.1944.shtml;zknives.com, Международная база;JUS, Европа;card_maker;EU;Европа;Macedonia;JUS;;placeholder
OSC12;https://zknives.com/knives/steels/osc12.shtml;zknives.com, Международная база;STAS, Китай;card_maker;CN;Китай;Romania;STAS;;placeholder
S132;https://zknives.com/knives/steels/s132.shtml;zknives.com, Международная база;MSZ, Германия;card_maker;DE;Германия;Hungary;MSZ;Ossenberg;placeholder
OC120;https://zknives.com/knives/steels/oc120.shtml;zknives.com, Международная база;Metal Ravne, Европа;card_maker;EU;Европа;Словения;Metal Ravne;;placeholder
OC120Ex;https://zknives.com/knives/steels/oc120ex.shtml;zknives.com, Международная база;Metal Ravne, Европа;card_maker;EU;Европа;Словения;Metal Ravne;;placeholder
1.1573;https://zknives.com/knives/steels/1.1573.shtml;EN, Европа;W-Nr, Франция;card_maker;FR;Франция;Германия;W-Nr;;mismatch
1.1673;https://zknives.com/knives/steels/1.1673.shtml;EN, Европа;W-Nr, Франция;card_maker;FR;Франция;Германия;W-Nr;;mismatch
C.1948;https://zknives.com/knives/steels/c.1948.shtml;zknives.com, Международная база;JUS, Франция;card_maker;FR;Франция;Macedonia;JUS;;placeholder
OCP135;https://zknives.com/knives/steels/ocp135.shtml;zknives.com, Международная база;Metal Ravne, Франция;card_maker;FR;Франция;Словения;Metal Ravne;;placeholder
1.1750;https://zknives.com/knives/steels/1.1750.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;;mismatch
Primazah;https://zknives.com/knives/steels/primazah.shtml;zknives.com, Международная база;"Kind &amp; Co, Германия";card_maker;DE;Германия;Германия;"Kind &amp; Co";;placeholder
WO6;https://zknives.com/knives/steels/wo6.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;;placeholder
8W;https://zknives.com/knives/steels/8w.shtml;zknives.com, Международная база;Platestahl, Германия;card_maker;DE;Германия;Германия;Platestahl;;placeholder
W375;https://zknives.com/knives/steels/w375.shtml;zknives.com, Международная база;Schmidt+Clemens, Германия;card_maker;DE;Германия;Германия;Schmidt+Clemens;;placeholder
1750;https://zknives.com/knives/steels/1750.shtml;AISI, США;Thyssen-Krupp, Германия;card_maker;DE;Германия;Германия;Thyssen-Krupp;;mismatch
K75;https://zknives.com/knives/steels/k75.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;;placeholder
C.1841;https://zknives.com/knives/steels/c.1841.shtml;zknives.com, Международная база;JUS, Франция;card_maker;FR;Франция;Macedonia;JUS;;placeholder
KOSE;https://zknives.com/knives/steels/kose.shtml;zknives.com, Международная база;Metal Ravne, Франция;card_maker;FR;Франция;Словения;Metal Ravne;;placeholder
60WCrV7;https://zknives.com/knives/steels/60wcrv7.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Германия;;Ossenberg;placeholder
1.2550;https://zknives.com/knives/steels/1.2550.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
1.2549;https://zknives.com/knives/steels/1.2549.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
1.1550;https://zknives.com/knives/steels/1.1550.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
45WCV20;https://zknives.com/knives/steels/45wcv20.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Франция;;Ossenberg;placeholder
19735;https://zknives.com/knives/steels/19735.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Чехия;;Ossenberg;placeholder
C.6444;https://zknives.com/knives/steels/c.6444.shtml;zknives.com, Международная база;JUS, Германия;card_maker;DE;Германия;Macedonia;JUS;Ossenberg;placeholder
4Kh2VS;https://zknives.com/knives/steels/4kh2vs.shtml;GB/T, Китай;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;mismatch
6KHV2;https://zknives.com/knives/steels/6khv2.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;placeholder
VSCW20;https://zknives.com/knives/steels/vscw20.shtml;zknives.com, Международная база;STAS, Германия;card_maker;DE;Германия;Romania;STAS;Ossenberg;placeholder
NZ3;https://zknives.com/knives/steels/nz3.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Польша;;Ossenberg;placeholder
CC3;https://zknives.com/knives/steels/cc3.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Польша;;Ossenberg;placeholder
W6;https://zknives.com/knives/steels/w6.shtml;zknives.com, Международная база;AISI W6, США;pattern;US;США;США;;;placeholder
K455;https://zknives.com/knives/steels/k455.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Ossenberg;placeholder
B50;https://zknives.com/knives/steels/b50.shtml;zknives.com, Международная база;Boncato, Германия;card_maker;DE;Германия;Италия;Boncato;Ossenberg;placeholder
BA2550;https://zknives.com/knives/steels/ba2550.shtml;zknives.com, Международная база;Bonomi Acciai, Германия;card_maker;DE;Германия;Италия;Bonomi Acciai;Ossenberg;placeholder
Hidalgo I;https://zknives.com/knives/steels/hidalgo_i.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;Ossenberg;placeholder
VAL6;https://zknives.com/knives/steels/val6.shtml;zknives.com, Международная база;Ferlat Acciai, Германия;card_maker;DE;Германия;Италия;Ferlat Acciai;Ossenberg;placeholder
KL;https://zknives.com/knives/steels/kl.shtml;zknives.com, Международная база;"Kind &amp; Co, Германия";card_maker;DE;Германия;Германия;"Kind &amp; Co";Ossenberg;placeholder
OSIKRO4;https://zknives.com/knives/steels/osikro4.shtml;zknives.com, Международная база;Metal Ravne, Германия;card_maker;DE;Германия;Словения;Metal Ravne;Ossenberg;placeholder
EKL;https://zknives.com/knives/steels/ekl.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;Ossenberg;placeholder
TENAX NB;https://zknives.com/knives/steels/tenax_nb.shtml;zknives.com, Международная база;Poldi, Германия;card_maker;DE;Германия;Чехия;Poldi;Ossenberg;placeholder
Tenax H;https://zknives.com/knives/steels/tenax_h.shtml;zknives.com, Международная база;Poldi, Германия;card_maker;DE;Германия;Чехия;Poldi;Ossenberg;placeholder
Merker Spezial M-Mittelhart;https://zknives.com/knives/steels/merker_spezial_m-mittelhart.shtml;zknives.com, Международная база;Schmidt+Clemens, Германия;card_maker;DE;Германия;Германия;Schmidt+Clemens;Ossenberg;placeholder
EP50;https://zknives.com/knives/steels/ep50.shtml;zknives.com, Международная база;WSM Werkzeugstahl, Германия;card_maker;DE;Германия;Германия;WSM Werkzeugstahl;Ossenberg;placeholder
SCW20H;https://zknives.com/knives/steels/scw20h.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Ossenberg;placeholder
50NiCr13;https://zknives.com/knives/steels/50nicr13.shtml;GB/T, Китай;Bohler-Uddeholm, Швеция;table_maker;SE;Швеция;Германия;;Bohler-Uddeholm;mismatch
1.2721;https://zknives.com/knives/steels/1.2721.shtml;EN, Европа;W-Nr, Швеция;card_maker;SE;Швеция;Германия;W-Nr;Bohler-Uddeholm;mismatch
2550;https://zknives.com/knives/steels/2550.shtml;AISI, США;Bohler-Uddeholm, Швеция;table_maker;SE;Швеция;Швеция;;Bohler-Uddeholm;mismatch
19614;https://zknives.com/knives/steels/19614.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;table_maker;SE;Швеция;Чехия;;Bohler-Uddeholm;placeholder
F.528;https://zknives.com/knives/steels/f.528.shtml;zknives.com, Международная база;UNE, Швеция;card_maker;SE;Швеция;Испания;UNE;Bohler-Uddeholm;placeholder
K605;https://zknives.com/knives/steels/k605.shtml;zknives.com, Международная база;Bohler-Uddeholm, Швеция;card_maker;SE;Швеция;Швеция;Bohler-Uddeholm;Bohler-Uddeholm;placeholder
NiCr13;https://zknives.com/knives/steels/nicr13.shtml;zknives.com, Международная база;Buderus Edelstahlwerke, Швеция;card_maker;SE;Швеция;Германия;Buderus Edelstahlwerke;Bohler-Uddeholm;placeholder
NC50E;https://zknives.com/knives/steels/nc50e.shtml;zknives.com, Международная база;Dorrenberg, Швеция;card_maker;SE;Швеция;Германия;Dorrenberg;Bohler-Uddeholm;placeholder
GWP;https://zknives.com/knives/steels/gwp.shtml;zknives.com, Международная база;Grimm Edelstahl, Швеция;card_maker;SE;Швеция;Германия;Grimm Edelstahl;Bohler-Uddeholm;placeholder
SN;https://zknives.com/knives/steels/sn.shtml;zknives.com, Международная база;"Kind &amp; Co, Швеция";card_maker;SE;Швеция;Германия;"Kind &amp; Co";Bohler-Uddeholm;placeholder
BCNi;https://zknives.com/knives/steels/bcni.shtml;zknives.com, Международная база;Lohmann, Швеция;card_maker;SE;Швеция;Германия;Lohmann;Bohler-Uddeholm;placeholder
OH251;https://zknives.com/knives/steels/oh251.shtml;zknives.com, Международная база;Metal Ravne, Швеция;card_maker;SE;Швеция;Словения;Metal Ravne;Bohler-Uddeholm;placeholder
ELB;https://zknives.com/knives/steels/elb.shtml;zknives.com, Международная база;Ossenberg, Швеция;card_maker;SE;Швеция;Германия;Ossenberg;Bohler-Uddeholm;placeholder
KS66;https://zknives.com/knives/steels/ks66.shtml;zknives.com, Международная база;Platestahl, Швеция;card_maker;SE;Швеция;Германия;Platestahl;Bohler-Uddeholm;placeholder
CNH Special;https://zknives.com/knives/steels/cnh_special.shtml;zknives.com, Международная база;Poldi, Швеция;card_maker;SE;Швеция;Чехия;Poldi;Bohler-Uddeholm;placeholder
CNH Special K;https://zknives.com/knives/steels/cnh_special_k.shtml;zknives.com, Международная база;Poldi, Швеция;card_maker;SE;Швеция;Чехия;Poldi;Bohler-Uddeholm;placeholder
PSH;https://zknives.com/knives/steels/psh.shtml;zknives.com, Международная база;Schmidt+Clemens, Швеция;card_maker;SE;Швеция;Германия;Schmidt+Clemens;Bohler-Uddeholm;placeholder
SIHard 2721;https://zknives.com/knives/steels/sihard_2721.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Швеция;card_maker;SE;Швеция;Словения;SIJ Metal Ravne D.O.O.;Bohler-Uddeholm;placeholder
TES2721;https://zknives.com/knives/steels/tes2721.shtml;zknives.com, Международная база;Thyssen Edelstahl, Швеция;card_maker;SE;Швеция;Германия;Thyssen Edelstahl;Bohler-Uddeholm;placeholder
Thyrodur2721;https://zknives.com/knives/steels/thyrodur2721.shtml;zknives.com, Международная база;Thyssen-Krupp, Швеция;card_maker;SE;Швеция;Германия;Thyssen-Krupp;Bohler-Uddeholm;placeholder
VCO;https://zknives.com/knives/steels/vco.shtml;zknives.com, Международная база;Villares Metals, Швеция;card_maker;SE;Швеция;Швеция;Villares Metals;Bohler-Uddeholm;placeholder
