grade;link;db_standard;expected_standard;standard_expected_source;cc;country_cc;country_card;maker_card;maker_table;status
A11;https://zknives.com/knives/steels/a11.shtml;zknives.com, Международная база;Zapp, Германия;table_maker;DE;Германия;США;;Zapp;placeholder
R0M2SF10;https://zknives.com/knives/steels/r0m2sf10.shtml;zknives.com, Международная база;Zapp, Германия;table_maker;DE;Германия;Россия;;Zapp;placeholder
R0M2SF10-MP;https://zknives.com/knives/steels/r0m2sf10-mp.shtml;zknives.com, Международная база;Zapp, Германия;table_maker;DE;Германия;Россия;;Zapp;placeholder
T30111;https://zknives.com/knives/steels/t30111.shtml;UNS, США;Zapp, Германия;table_maker;DE;Германия;США;;Zapp;mismatch
K294;https://zknives.com/knives/steels/k294.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Zapp;placeholder
Micro-Melt A11;https://zknives.com/knives/steels/micro-melt_a11.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
PMA11;https://zknives.com/knives/steels/pma11.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
PSF59;https://zknives.com/knives/steels/psf59.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Zapp;placeholder
CPM 10V;https://zknives.com/knives/steels/cpm_10v.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Zapp;placeholder
PM A11;https://zknives.com/knives/steels/pm_a11.shtml;zknives.com, Международная база;Diehl, Германия;card_maker;DE;Германия;США;Diehl;Zapp;placeholder
PMD10;https://zknives.com/knives/steels/pmd10.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;Zapp;placeholder
ASP2011;https://zknives.com/knives/steels/asp2011.shtml;zknives.com, Международная база;Zapp, Германия;table_maker;DE;Германия;Франция;;Zapp;placeholder
GPM10;https://zknives.com/knives/steels/gpm10.shtml;zknives.com, Международная база;Geruk, Германия;card_maker;DE;Германия;Германия;Geruk;Zapp;placeholder
DuraTech A11;https://zknives.com/knives/steels/duratech_a11.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Zapp;placeholder
LO-QPM A11;https://zknives.com/knives/steels/lo-qpm_a11.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Zapp;placeholder
A11 Mod;https://zknives.com/knives/steels/a11_mod.shtml;zknives.com, Международная база;PSM Industries, Германия;card_maker;DE;Германия;Германия;PSM Industries;Zapp;placeholder
PM10;https://zknives.com/knives/steels/pm10.shtml;zknives.com, Международная база;Scana, Германия;card_maker;DE;Германия;Норвегия;Scana;Zapp;placeholder
Stellapur PM10;https://zknives.com/knives/steels/stellapur_pm10.shtml;zknives.com, Международная база;Scana, Германия;card_maker;DE;Германия;Норвегия;Scana;Zapp;placeholder
TSP10;https://zknives.com/knives/steels/tsp10.shtml;zknives.com, Международная база;Thyssen-Krupp, Германия;card_maker;DE;Германия;Германия;Thyssen-Krupp;Zapp;placeholder
Z-A11 PM;https://zknives.com/knives/steels/z-a11_pm.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
Z-A11;https://zknives.com/knives/steels/z-a11.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
Z-10 PM cold;https://zknives.com/knives/steels/z-10_pm_cold.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Zapp;placeholder
M4;https://zknives.com/knives/steels/m4.shtml;zknives.com, Международная база;AISI M4, Франция;pattern;FR;Франция;США;;;placeholder
PMHS6-5-4;https://zknives.com/knives/steels/pmhs6-5-4.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Германия;;Lohmann;placeholder
1.3394;https://zknives.com/knives/steels/1.3394.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
1.3361;https://zknives.com/knives/steels/1.3361.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Lohmann;mismatch
HS654;https://zknives.com/knives/steels/hs654.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Европа;;Lohmann;placeholder
HS6-5-4;https://zknives.com/knives/steels/hs6-5-4.shtml;zknives.com, Международная база;ISO HS6-5-4, Франция;pattern;FR;Франция;Европа;;;placeholder
SKH54;https://zknives.com/knives/steels/skh54.shtml;JIS, Япония;Lohmann, Германия;table_maker;DE;Германия;Япония;;Lohmann;mismatch
X130WMoCrV 06-05-04-04;https://zknives.com/knives/steels/x130wmocrv_06-05-04-04.shtml;DIN, Германия;Lohmann, Германия;table_maker;DE;Германия;Франция;;Lohmann;mismatch
W6Mo5Cr4V4;https://zknives.com/knives/steels/w6mo5cr4v4.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Китай;;Lohmann;placeholder
R6M5F4;https://zknives.com/knives/steels/r6m5f4.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Россия;;Lohmann;placeholder
T11304;https://zknives.com/knives/steels/t11304.shtml;UNS, США;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;mismatch
Alpha4;https://zknives.com/knives/steels/alpha4.shtml;zknives.com, Международная база;Akers, Германия;card_maker;DE;Германия;Франция;Akers;Lohmann;placeholder
Supra1;https://zknives.com/knives/steels/supra1.shtml;zknives.com, Международная база;Akers, Германия;card_maker;DE;Германия;Франция;Akers;Lohmann;placeholder
DBL4;https://zknives.com/knives/steels/dbl4.shtml;zknives.com, Международная база;Allegheny Ludlum, Германия;card_maker;DE;Германия;США;Allegheny Ludlum;Lohmann;placeholder
ASPM4;https://zknives.com/knives/steels/aspm4.shtml;zknives.com, Международная база;Assab, Германия;card_maker;DE;Германия;Швеция;Assab;Lohmann;placeholder
Atlas M4;https://zknives.com/knives/steels/atlas_m4.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;placeholder
S693 MICROCLEAN;https://zknives.com/knives/steels/s693_microclean.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Lohmann;placeholder
S693;https://zknives.com/knives/steels/s693.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Lohmann;placeholder
S692 MICROCLEAN;https://zknives.com/knives/steels/s692_microclean.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Lohmann;placeholder
S692;https://zknives.com/knives/steels/s692.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Lohmann;placeholder
Braefour;https://zknives.com/knives/steels/braefour.shtml;zknives.com, Международная база;Braeburn, Германия;card_maker;DE;Германия;США;Braeburn;Lohmann;placeholder
Carpenter Four Star;https://zknives.com/knives/steels/carpenter_four_star.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Lohmann;placeholder
Four Star;https://zknives.com/knives/steels/four_star.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Lohmann;placeholder
Micro-Melt M4;https://zknives.com/knives/steels/micro-melt_m4.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Lohmann;placeholder
Molite42;https://zknives.com/knives/steels/molite42.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;placeholder
CPM Rex M4(HC);https://zknives.com/knives/steels/cpm_rex_m4(hc).shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Lohmann;placeholder
CPM M4;https://zknives.com/knives/steels/cpm_m4.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Lohmann;placeholder
PM M4;https://zknives.com/knives/steels/pm_m4.shtml;zknives.com, Международная база;Diehl, Германия;card_maker;DE;Германия;США;Diehl;Lohmann;placeholder
PMD M4;https://zknives.com/knives/steels/pmd_m4.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;Lohmann;placeholder
EM4;https://zknives.com/knives/steels/em4.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Франция;;Lohmann;placeholder
ASP2004;https://zknives.com/knives/steels/asp2004.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Франция;;Lohmann;placeholder
GPM4;https://zknives.com/knives/steels/gpm4.shtml;zknives.com, Международная база;Geruk, Германия;card_maker;DE;Германия;Германия;Geruk;Lohmann;placeholder
HYM4;https://zknives.com/knives/steels/hym4.shtml;zknives.com, Международная база;Heye, Германия;card_maker;DE;Германия;Китай;Heye;Lohmann;placeholder
XVC11;https://zknives.com/knives/steels/xvc11.shtml;zknives.com, Международная база;Hitachi, Германия;card_maker;DE;Германия;Япония;Hitachi;Lohmann;placeholder
H&R No.7;https://zknives.com/knives/steels/h~r_no.7.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;placeholder
KHA33;https://zknives.com/knives/steels/kha33.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Япония;;Lohmann;placeholder
Mega4;https://zknives.com/knives/steels/mega4.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Lohmann;placeholder
Stark;https://zknives.com/knives/steels/stark.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Lohmann;placeholder
DuraTech M4;https://zknives.com/knives/steels/duratech_m4.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Lohmann;placeholder
DuraTech Mega4;https://zknives.com/knives/steels/duratech_mega4.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Lohmann;placeholder
M4PM;https://zknives.com/knives/steels/m4pm.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;США;;Lohmann;placeholder
LO-QPM M4;https://zknives.com/knives/steels/lo-qpm_m4.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Lohmann;placeholder
BRM4;https://zknives.com/knives/steels/brm4.shtml;zknives.com, Международная база;Metal Ravne, Германия;card_maker;DE;Германия;Словения;Metal Ravne;Lohmann;placeholder
MAC-C;https://zknives.com/knives/steels/mac-c.shtml;zknives.com, Международная база;Lohmann, Германия;table_maker;DE;Германия;Япония;;Lohmann;placeholder
HM4;https://zknives.com/knives/steels/hm4.shtml;zknives.com, Международная база;Nachi Fujikoshi, Германия;card_maker;DE;Германия;Япония;Nachi Fujikoshi;Lohmann;placeholder
CSW20;https://zknives.com/knives/steels/csw20.shtml;zknives.com, Международная база;Rovalma, Германия;card_maker;DE;Германия;Испания;Rovalma;Lohmann;placeholder
SIRapid 3351;https://zknives.com/knives/steels/sirapid_3351.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Германия;card_maker;DE;Германия;Словения;SIJ Metal Ravne D.O.O.;Lohmann;placeholder
TSP4;https://zknives.com/knives/steels/tsp4.shtml;zknives.com, Международная база;Thyssen-Krupp, Германия;card_maker;DE;Германия;Германия;Thyssen-Krupp;Lohmann;placeholder
Neatro;https://zknives.com/knives/steels/neatro.shtml;zknives.com, Международная база;Vasco Metal, Германия;card_maker;DE;Германия;США;Vasco Metal;Lohmann;placeholder
A2;https://zknives.com/knives/steels/a2.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
X100CrMoV51;https://zknives.com/knives/steels/x100crmov51.shtml;DIN, Германия;Ossenberg, Германия;table_maker;DE;Германия;Германия;;Ossenberg;mismatch
X100CrMoV5;https://zknives.com/knives/steels/x100crmov5.shtml;DIN, Германия;Ossenberg, Германия;table_maker;DE;Германия;Германия;;Ossenberg;mismatch
1.2363;https://zknives.com/knives/steels/1.2363.shtml;EN, Европа;W-Nr, Германия;card_maker;DE;Германия;Германия;W-Nr;Ossenberg;mismatch
SKD12;https://zknives.com/knives/steels/skd12.shtml;JIS, Япония;Ossenberg, Германия;table_maker;DE;Германия;Япония;;Ossenberg;mismatch
2260;https://zknives.com/knives/steels/2260.shtml;AISI, США;Ossenberg, Германия;table_maker;DE;Германия;Швеция;;Ossenberg;mismatch
Z100CDV5;https://zknives.com/knives/steels/z100cdv5.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Франция;;Ossenberg;placeholder
Z100CDV5.1;https://zknives.com/knives/steels/z100cdv5.1.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Франция;;Ossenberg;placeholder
BA2;https://zknives.com/knives/steels/ba2.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Великобритания;;Ossenberg;placeholder
X100KUCrMoV51;https://zknives.com/knives/steels/x100kucrmov51.shtml;DIN, Германия;Ossenberg, Германия;table_maker;DE;Германия;Италия;;Ossenberg;mismatch
Cr5Mo1V;https://zknives.com/knives/steels/cr5mo1v.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Китай;;Ossenberg;placeholder
19571PH;https://zknives.com/knives/steels/19571ph.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Чехия;;Ossenberg;placeholder
C.4756;https://zknives.com/knives/steels/c.4756.shtml;zknives.com, Международная база;JUS, Германия;card_maker;DE;Германия;Macedonia;JUS;Ossenberg;placeholder
95X5GM;https://zknives.com/knives/steels/95x5gm.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;placeholder
9X5VF;https://zknives.com/knives/steels/9x5vf.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;placeholder
9KH5VF;https://zknives.com/knives/steels/9kh5vf.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;placeholder
KH6VF;https://zknives.com/knives/steels/kh6vf.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;placeholder
X6VF;https://zknives.com/knives/steels/x6vf.shtml;DIN, Германия;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;mismatch
9H5VF;https://zknives.com/knives/steels/9h5vf.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Россия;;Ossenberg;placeholder
T30102;https://zknives.com/knives/steels/t30102.shtml;UNS, США;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;mismatch
100VMoCr52;https://zknives.com/knives/steels/100vmocr52.shtml;zknives.com, Международная база;STAS, Германия;card_maker;DE;Германия;Romania;STAS;Ossenberg;placeholder
NCLV;https://zknives.com/knives/steels/nclv.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Польша;;Ossenberg;placeholder
Viger;https://zknives.com/knives/steels/viger.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
DKD12;https://zknives.com/knives/steels/dkd12.shtml;zknives.com, Международная база;Aichi, Германия;card_maker;DE;Германия;Япония;Aichi;Ossenberg;placeholder
Sagamore;https://zknives.com/knives/steels/sagamore.shtml;zknives.com, Международная база;Allegheny Ludlum, Германия;card_maker;DE;Германия;США;Allegheny Ludlum;Ossenberg;placeholder
Windsor;https://zknives.com/knives/steels/windsor.shtml;zknives.com, Международная база;Allegheny Technologies, Германия;card_maker;DE;Германия;США;Allegheny Technologies;Ossenberg;placeholder
XW10;https://zknives.com/knives/steels/xw10.shtml;zknives.com, Международная база;Assab, Германия;card_maker;DE;Германия;Швеция;Assab;Ossenberg;placeholder
Molex #8;https://zknives.com/knives/steels/molex_!8.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
Cr-Mo-Loy;https://zknives.com/knives/steels/cr-mo-loy.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
SMHW;https://zknives.com/knives/steels/smhw.shtml;zknives.com, Международная база;"Aubert &amp; Duval, Германия";card_maker;DE;Германия;Франция;"Aubert &amp; Duval";Ossenberg;placeholder
EG2;https://zknives.com/knives/steels/eg2.shtml;zknives.com, Международная база;Barworth Flockton, Германия;card_maker;DE;Германия;Великобритания;Barworth Flockton;Ossenberg;placeholder
AH Chrome Die;https://zknives.com/knives/steels/ah_chrome_die.shtml;zknives.com, Международная база;Beardshaw, Германия;card_maker;DE;Германия;Великобритания;Beardshaw;Ossenberg;placeholder
BE2363;https://zknives.com/knives/steels/be2363.shtml;zknives.com, Международная база;Bestar, Германия;card_maker;DE;Германия;Германия;Bestar;Ossenberg;placeholder
AH5;https://zknives.com/knives/steels/ah5.shtml;zknives.com, Международная база;Bethlehem, Германия;card_maker;DE;Германия;США;Bethlehem;Ossenberg;placeholder
AirPro;https://zknives.com/knives/steels/airpro.shtml;zknives.com, Международная база;Bethlehem, Германия;card_maker;DE;Германия;США;Bethlehem;Ossenberg;placeholder
Rigor;https://zknives.com/knives/steels/rigor.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Ossenberg;placeholder
K305;https://zknives.com/knives/steels/k305.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Ossenberg;placeholder
UHB151;https://zknives.com/knives/steels/uhb151.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Ossenberg;placeholder
Cuvoir;https://zknives.com/knives/steels/cuvoir.shtml;zknives.com, Международная база;Bohler-Uddeholm, Германия;card_maker;DE;Германия;Швеция;Bohler-Uddeholm;Ossenberg;placeholder
Airque;https://zknives.com/knives/steels/airque.shtml;zknives.com, Международная база;Braeburn, Германия;card_maker;DE;Германия;США;Braeburn;Ossenberg;placeholder
No. 484;https://zknives.com/knives/steels/no._484.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Ossenberg;placeholder
Carpenter A2;https://zknives.com/knives/steels/carpenter_a2.shtml;zknives.com, Международная база;Carpenter, Германия;card_maker;DE;Германия;США;Carpenter;Ossenberg;placeholder
32S;https://zknives.com/knives/steels/32s.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Великобритания;;Ossenberg;placeholder
EZ-Die;https://zknives.com/knives/steels/ez-die.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
One Five One;https://zknives.com/knives/steels/one_five_one.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Великобритания;;Ossenberg;placeholder
Airkool;https://zknives.com/knives/steels/airkool.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Ossenberg;placeholder
Aircool;https://zknives.com/knives/steels/aircool.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Ossenberg;placeholder
Airkool-S;https://zknives.com/knives/steels/airkool-s.shtml;zknives.com, Международная база;Crucible, Германия;card_maker;DE;Германия;США;Crucible;Ossenberg;placeholder
DC12;https://zknives.com/knives/steels/dc12.shtml;zknives.com, Международная база;Daido, Германия;card_maker;DE;Германия;Япония;Daido;Ossenberg;placeholder
GO40F;https://zknives.com/knives/steels/go40f.shtml;zknives.com, Международная база;Daido, Германия;card_maker;DE;Германия;Япония;Daido;Ossenberg;placeholder
ClairMo;https://zknives.com/knives/steels/clairmo.shtml;zknives.com, Международная база;Disston-Sons, Германия;card_maker;DE;Германия;США;Disston-Sons;Ossenberg;placeholder
P5M;https://zknives.com/knives/steels/p5m.shtml;zknives.com, Международная база;Dorrenberg, Германия;card_maker;DE;Германия;Германия;Dorrenberg;Ossenberg;placeholder
Ziv Steel;https://zknives.com/knives/steels/ziv_steel.shtml;zknives.com, Международная база;Dumore, Германия;card_maker;DE;Германия;США;Dumore;Ossenberg;placeholder
ES65S;https://zknives.com/knives/steels/es65s.shtml;zknives.com, Международная база;Eschmann-Stahl, Германия;card_maker;DE;Германия;Германия;Eschmann-Stahl;Ossenberg;placeholder
Cromodie HC;https://zknives.com/knives/steels/cromodie_hc.shtml;zknives.com, Международная база;Firth Brown, Германия;card_maker;DE;Германия;Великобритания;Firth Brown;Ossenberg;placeholder
Hecla175;https://zknives.com/knives/steels/hecla175.shtml;zknives.com, Международная база;Hadfields, Германия;card_maker;DE;Германия;Великобритания;Hadfields;Ossenberg;placeholder
SCD;https://zknives.com/knives/steels/scd.shtml;zknives.com, Международная база;Hitachi, Швеция;card_maker;SE;Швеция;Япония;Hitachi;Bohler-Uddeholm;placeholder
HPM2T;https://zknives.com/knives/steels/hpm2t.shtml;zknives.com, Международная база;Hitachi, Германия;card_maker;DE;Германия;Япония;Hitachi;Ossenberg;placeholder
CRM1;https://zknives.com/knives/steels/crm1.shtml;zknives.com, Международная база;Huntsman, Германия;card_maker;DE;Германия;Великобритания;Huntsman;Ossenberg;placeholder
Victor;https://zknives.com/knives/steels/victor.shtml;zknives.com, Международная база;Hydra, Германия;card_maker;DE;Германия;Великобритания;Hydra;Ossenberg;placeholder
Lukens A-2;https://zknives.com/knives/steels/lukens_a-2.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;США;;Ossenberg;placeholder
H33;https://zknives.com/knives/steels/h33.shtml;zknives.com, Международная база;Jessop Saville, Германия;card_maker;DE;Германия;Великобритания;Jessop Saville;Ossenberg;placeholder
CH5M;https://zknives.com/knives/steels/ch5m.shtml;zknives.com, Международная база;"Kind &amp; Co, Германия";card_maker;DE;Германия;Германия;"Kind &amp; Co";Ossenberg;placeholder
LSS A2;https://zknives.com/knives/steels/lss_a2.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Ossenberg;placeholder
Select B;https://zknives.com/knives/steels/select_b.shtml;zknives.com, Международная база;Latrobe, Германия;card_maker;DE;Германия;США;Latrobe;Ossenberg;placeholder
AirTem;https://zknives.com/knives/steels/airtem.shtml;zknives.com, Международная база;Lehigh, Германия;card_maker;DE;Германия;США;Lehigh;Ossenberg;placeholder
LO-K 2363;https://zknives.com/knives/steels/lo-k_2363.shtml;zknives.com, Международная база;Lohmann, Германия;card_maker;DE;Германия;Германия;Lohmann;Ossenberg;placeholder
OA2;https://zknives.com/knives/steels/oa2.shtml;zknives.com, Международная база;Metal Ravne, Германия;card_maker;DE;Германия;Словения;Metal Ravne;Ossenberg;placeholder
CDS12;https://zknives.com/knives/steels/cds12.shtml;zknives.com, Международная база;Nachi Fujikoshi, Германия;card_maker;DE;Германия;Япония;Nachi Fujikoshi;Ossenberg;placeholder
KD12;https://zknives.com/knives/steels/kd12.shtml;zknives.com, Международная база;Nippon Koshuha, Германия;card_maker;DE;Германия;Япония;Nippon Koshuha;Ossenberg;placeholder
DCM;https://zknives.com/knives/steels/dcm.shtml;zknives.com, Международная база;Novo, Германия;card_maker;DE;Германия;Великобритания;Novo;Ossenberg;placeholder
EPS52;https://zknives.com/knives/steels/eps52.shtml;zknives.com, Международная база;Ossenberg, Германия;card_maker;DE;Германия;Германия;Ossenberg;Ossenberg;placeholder
FMP379;https://zknives.com/knives/steels/fmp379.shtml;zknives.com, Международная база;Parkin, Германия;card_maker;DE;Германия;Великобритания;Parkin;Ossenberg;placeholder
RAZ1;https://zknives.com/knives/steels/raz1.shtml;zknives.com, Международная база;Poldi, Германия;card_maker;DE;Германия;Чехия;Poldi;Ossenberg;placeholder
RAZU;https://zknives.com/knives/steels/razu.shtml;zknives.com, Международная база;Poldi, Германия;card_maker;DE;Германия;Чехия;Poldi;Ossenberg;placeholder
Air-True;https://zknives.com/knives/steels/air-true.shtml;zknives.com, Международная база;Precision Marshall, Германия;card_maker;DE;Германия;США;Precision Marshall;Ossenberg;placeholder
JA;https://zknives.com/knives/steels/ja.shtml;zknives.com, Международная база;"Samuel Osborn &amp; Co, Германия";card_maker;DE;Германия;Великобритания;"Samuel Osborn &amp; Co";Ossenberg;placeholder
KEA162;https://zknives.com/knives/steels/kea162.shtml;zknives.com, Международная база;Sanderson Kayser, Германия;card_maker;DE;Германия;Великобритания;Sanderson Kayser;Ossenberg;placeholder
QC12;https://zknives.com/knives/steels/qc12.shtml;zknives.com, Международная база;Sanyo, Германия;card_maker;DE;Германия;Япония;Sanyo;Ossenberg;placeholder
SIHard 2363;https://zknives.com/knives/steels/sihard_2363.shtml;zknives.com, Международная база;SIJ Metal Ravne D.O.O., Германия;card_maker;DE;Германия;Словения;SIJ Metal Ravne D.O.O.;Ossenberg;placeholder
Stora65;https://zknives.com/knives/steels/stora65.shtml;zknives.com, Международная база;Ossenberg, Германия;table_maker;DE;Германия;Великобритания;;Ossenberg;placeholder
Airvan;https://zknives.com/knives/steels/airvan.shtml;zknives.com, Международная база;Teledyne Cutting Tool, Германия;card_maker;DE;Германия;США;Teledyne Cutting Tool;Ossenberg;placeholder
Thyrodur2363;https://zknives.com/knives/steels/thyrodur2363.shtml;zknives.com, Международная база;Thyssen-Krupp, Германия;card_maker;DE;Германия;Германия;Thyssen-Krupp;Ossenberg;placeholder
Sparta;https://zknives.com/knives/steels/sparta.shtml;zknives.com, Международная база;Universal Cyclops, Германия;card_maker;DE;Германия;США;Universal Cyclops;Ossenberg;placeholder
Air Hard;https://zknives.com/knives/steels/air_hard.shtml;zknives.com, Международная база;Vasco Metal, Германия;card_maker;DE;Германия;США;Vasco Metal;Ossenberg;placeholder
Weld Mold 937;https://zknives.com/knives/steels/weld_mold_937.shtml;zknives.com, Международная база;Weld Mold, Германия;card_maker;DE;Германия;США;Weld Mold;Ossenberg;placeholder
WAS63;https://zknives.com/knives/steels/was63.shtml;zknives.com, Международная база;WSM Werkzeugstahl, Германия;card_maker;DE;Германия;Германия;WSM Werkzeugstahl;Ossenberg;placeholder
LVC50;https://zknives.com/knives/steels/lvc50.shtml;zknives.com, Международная база;Zapp, Германия;card_maker;DE;Германия;Германия;Zapp;Ossenberg;placeholder
A3;https://zknives.com/knives/steels/a3.shtml;zknives.com, Международная база;AISI A3, США;pattern;US;США;США;;;placeholder
T30103;https://zknives.com/knives/steels/t30103.shtml;UNS, США;UNS T30103, США;pattern;US;США;США;;;mismatch
A4;https://zknives.com/knives/steels/a4.shtml;zknives.com, Международная база;Daido, Япония;table_maker;JP;Япония;США;;Daido;placeholder
T30104;https://zknives.com/knives/steels/t30104.shtml;UNS, США;Daido, Япония;table_maker;JP;Япония;США;;Daido;mismatch
Airloy;https://zknives.com/knives/steels/airloy.shtml;zknives.com, Международная база;Allegheny Ludlum, Япония;card_maker;JP;Япония;США;Allegheny Ludlum;Daido;placeholder
Air4;https://zknives.com/knives/steels/air4.shtml;zknives.com, Международная база;Bethlehem, Япония;card_maker;JP;Япония;США;Bethlehem;Daido;placeholder
Airque4;https://zknives.com/knives/steels/airque4.shtml;zknives.com, Международная база;Braeburn, Япония;card_maker;JP;Япония;США;Braeburn;Daido;placeholder
GO4;https://zknives.com/knives/steels/go4.shtml;zknives.com, Международная база;Daido, Япония;card_maker;JP;Япония;Япония;Daido;Daido;placeholder
