Grade;Base;C;Cr;Mo;V;W;Co;Ni;Mn;Si;S;P;Cu;Nb;N;Tech;Maker;CC
"17042*440B*
X90CrMoV18*
X91CrMoV18
1.4112
1.2361
X90CrMoV18*
SUS440B*
2327*
Z2CND1805*
X90CrMoV18*
X90CrMoV18*
8Cr17*
9Cr18MoV*
85Cr17
90Cr18MoV*
C.4772*
X90CrMoV18*
S44003
STS440B*
BE4112
RO189
N685 EXTRA
N685 ISOEXTRA*
R17X
RF90
RS11
Coracid4112
RM189
Coracid440B
Chronifer M17B
LO-R 4112
OCR6
SM2
RFSh2
Korronit-C
PMCo189
AK9
Formadur 2361
SIHard 2361
REMANIT4112
X90CrMoC18
NIROSTA4112
V440BC*
CROMOVA 18*
K90L
ARGESTE 1.4112";Fe;0,90-1,05;16,00-18,00;0;0;0;0;0;0,9;0,7;0,035;0,04;0;0;0;;;CZ
"X90CrMoV18*440B*
X90CrMoV18*
X91CrMoV18
1.4112
1.2361
X90CrMoV18*
SUS440B*
2327*
Z2CND1805*
X90CrMoV18*
X90CrMoV18*
8Cr17*
9Cr18MoV*
85Cr17
90Cr18MoV*
17042*
C.4772*
S44003
STS440B*
BE4112
RO189
N685 EXTRA
N685 ISOEXTRA*
R17X
RF90
RS11
Coracid4112
RM189
Coracid440B
Chronifer M17B
LO-R 4112
OCR6
SM2
RFSh2
Korronit-C
PMCo189
AK9
Formadur 2361
SIHard 2361
REMANIT4112
X90CrMoC18
NIROSTA4112
V440BC*
CROMOVA 18*
K90L
ARGESTE 1.4112";Fe;0,85-0,95;17,00-19,00;0,90-1,30;0,07-0,12;0,14;0;0,3;0,39-1,00;0,40-1,00;0,004-0,020;0,026-0,040;0,12;0;0;;;ES
"S44003440B*
X90CrMoV18*
X91CrMoV18
1.4112
1.2361
X90CrMoV18*
SUS440B*
2327*
Z2CND1805*
X90CrMoV18*
X90CrMoV18*
8Cr17*
9Cr18MoV*
85Cr17
90Cr18MoV*
17042*
C.4772*
X90CrMoV18*
STS440B*
BE4112
RO189
N685 EXTRA
N685 ISOEXTRA*
R17X
RF90
RS11
Coracid4112
RM189
Coracid440B
Chronifer M17B
LO-R 4112
OCR6
SM2
RFSh2
Korronit-C
PMCo189
AK9
Formadur 2361
SIHard 2361
REMANIT4112
X90CrMoC18
NIROSTA4112
V440BC*
CROMOVA 18*
K90L
ARGESTE 1.4112";Fe;0,75-0,95;16,00-18,00;0,75;0;0;0;0;1;1;0,03;0,04;0;0;0;;;US
"CROMOVA 18*440B*
X90CrMoV18*
X91CrMoV18
1.4112
1.2361
X90CrMoV18*
SUS440B*
2327*
Z2CND1805*
X90CrMoV18*
X90CrMoV18*
8Cr17*
9Cr18MoV*
85Cr17
90Cr18MoV*
17042*
C.4772*
X90CrMoV18*
S44003
STS440B*
BE4112
RO189
N685 EXTRA
N685 ISOEXTRA*
R17X
RF90
RS11
Coracid4112
RM189
Coracid440B
Chronifer M17B
LO-R 4112
OCR6
SM2
RFSh2
Korronit-C
PMCo189
AK9
Formadur 2361
SIHard 2361
REMANIT4112
X90CrMoC18
NIROSTA4112
V440BC*
K90L
ARGESTE 1.4112";Fe;0,75-1,05;17,3;1,12;0,14;0,00-0,14;0;0,18;0,4;0,48;0,004-0,035;0,026-0,040;0,0235;0;0;;Yoshikin;JP
X45CrMoV15*V35;Fe;0,42-0,55;13,80-15,00;0,45-0,60;0,10-0,15;0;0;0;1;1;?;?;0;0;0;;;DE
"440A*X65CrMo14*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
68Cr17*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,65-0,75;16,00-18,00;0,75;0;0;0;0;1;1;0,03;0,04;0;0;0;;;US
"X65CrMo14*440A*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
68Cr17*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,55-0,60;13,00-15,00;0,50-0,65;0;0;0;0;1;1;?;?;0;0;0;;;DE
"1.4109440A*
X65CrMo14*
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
68Cr17*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,55-0,60;13,00-15,00;0,50-0,65;0;0;0;0;1;1;?;?;0;0;0;;;DE
"X70CrMo15*440A*
X65CrMo14*
1.4109
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
68Cr17*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,60-0,75;14,00-16,00;0,40-0,80;0;0;0;0;1;0,7;0,015;0,04;0;0;0;;;EU
"7Cr17*440A*
X65CrMo14*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17MoV*
68Cr17*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,60-0,75;16,00-18,00;0,75;0;0;0;0,6;1;1;0,03;0,04;0;0;0;;;CN
"7Cr17MoV*440A*
X65CrMo14*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
68Cr17*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,60-0,75;16,00-18,00;0,75;0;0;0;0,6;1;1;0,03;0,04;0;0;0;;;CN
"68Cr17*440A*
X65CrMo14*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
65X13
S44002
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,60-0,75;16,00-18,00;0,75;0;0;0;0,6;1;1;0,03;0,04;0;0;0;;;CN
"S44002440A*
X65CrMo14*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
68Cr17*
65X13
XT-70*
AUS60*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,65-0,75;16,00-18,00;0,75;0;0;0;0;1;1;0,03;0,04;0;0;0;;;US
"AUS60*440A*
X65CrMo14*
1.4109
X70CrMo15*
SUS440A*
Z70CD14
7Cr17*
7Cr17MoV*
68Cr17*
65X13
S44002
XT-70*
CTS-40A
LAK42
Chronifer M17A
SM1";Fe;0,60-0,75;16,00-18,00;0,75;0;0;0;0,6;1;1;?;?;0;0;0;;Aichi;JP
135WCrV4*1.2513;Fe;1,30-1,40;0,30-0,40;0;0,10-0,20;0,80-1,10;0;0;?;0,20-0,40;0,035;0,035;0;0;0;;;DE
1.2513135WCrV4*;Fe;1,30-1,40;0,30-0,40;0;0,10-0,20;0,80-1,10;0;0;?;0,20-0,40;0,035;0,035;0;0;0;;;DE
4Cr15MoVNi*;Fe;0,40-0,45;14,00-15,00;0,15-0,30;0,1;0;0;0,30-0,60;?;?;?;?;0;0;0;;;CN
Maxamet*Micro-Melt Maxamet;Fe;2,15;4,75;0;6;13;10;0;0,3;0,25;0,07;?;0;0;0;MM;Carpenter;US
MVS-8*;Fe;0,85;14;2,5;0,15;0;0;0;0,5;0,5;?;?;0;0;0;;Masahiro;JP
"MRS-30*MBS-30*
RS30";Fe;1,12;14;0,55-0,60;0,25;0;0;0;0,5;1;?;?;0;0;0;;Masahiro;JP
MKJ3*;Fe;0,90-1,30;0,90-1,70;0;0;0;0;0;0,90-1,60;0,40-1,20;0,025;0,025;0;0;0;;Minebea;JP
"Panzer36*X105CrCoMo18-2*
1.4528
ZA-18*
N690*
N690Co
N692*
N690Bo*
N690 ISOEXTRA*
LO-R 4528";Fe;1,00-1,10;16,50-18,50;1,00-1,50;0,07-0,12;0;1,30-1,80;0;?;1;?;?;1;0;0;;?;DE
"ZA-18*X105CrCoMo18-2*
1.4528
Panzer36*
N690*
N690Co
N692*
N690Bo*
N690 ISOEXTRA*
LO-R 4528";Fe;0,95-1,20;17,00-18,00;1,00-1,50;0,10-0,25;0;1,8;0;0,00-1,00;0,00-1,00;0,03;0,04;0;0;0;;Aichi;JP
"N690*X105CrCoMo18-2*
1.4528
Panzer36*
ZA-18*
N690Co
N692*
N690Bo*
N690 ISOEXTRA*
LO-R 4528";Fe;1,07;17,00-17,30;1,1;0,1;0;1,5;0;0,4;0,4;?;?;0;0;0;;Bohler-Uddeholm;SE
"N692*X105CrCoMo18-2*
1.4528
Panzer36*
ZA-18*
N690*
N690Co
N690Bo*
N690 ISOEXTRA*
LO-R 4528";Fe;1,05;16;0,8;0;0;1,65;0;?;?;?;?;0;0;0;;Bohler-Uddeholm;SE
"N690 ISOEXTRA*X105CrCoMo18-2*
1.4528
Panzer36*
ZA-18*
N690*
N690Co
N692*
N690Bo*
LO-R 4528";Fe;1,07;17,00-17,30;1,1;0,1;0;1,5;0;0,4;0,4;?;?;0;0;0;ESR;Bohler-Uddeholm;SE
"1.4153.03*Niolox*
SB1*
LO-R 4153.03";Fe;0,8;12,7;1,1;0,9;0;0;0;?;?;?;?;0;0,7;0;;;DE
"Niolox*1.4153.03*
SB1*
LO-R 4153.03";Fe;0,8;12,7;1,1;0,9;0;0;0;?;?;?;?;0;0,7;0;;Lohmann;DE
"40KH10S2M*X40CrSiMo10-2
1.4731*
X40CrSiMo10*
SUH3*
Z40CSD10*
X40CrSiMo10-2*
VM12D*
X40CrSiMo10-2*
1Cr18Mn8Ni5N*
4Cr10Si2Mo*
X40CrSiMo10-2
F.3321*
40X10S2M
40X10C2M
EI107*
H10S2M*
SZ4*
STR3*
PK941*";Fe;0,35-0,45;9,00-10,50;0,70-0,90;0;0;0;0,6;0,8;1,90-2,60;0,025;0,03;0,00-0,30;0;0;;;RU
"40X10S2MX40CrSiMo10-2
1.4731*
X40CrSiMo10*
SUH3*
Z40CSD10*
X40CrSiMo10-2*
VM12D*
X40CrSiMo10-2*
1Cr18Mn8Ni5N*
4Cr10Si2Mo*
X40CrSiMo10-2
F.3321*
40KH10S2M*
40X10C2M
EI107*
H10S2M*
SZ4*
STR3*
PK941*";Fe;0,35-0,45;9,00-10,50;0,70-0,90;0;0;0;0,6;0,8;1,90-2,60;0,025;0,03;0,00-0,30;0;0;;;RU
"40X10C2MX40CrSiMo10-2
1.4731*
X40CrSiMo10*
SUH3*
Z40CSD10*
X40CrSiMo10-2*
VM12D*
X40CrSiMo10-2*
1Cr18Mn8Ni5N*
4Cr10Si2Mo*
X40CrSiMo10-2
F.3321*
40KH10S2M*
40X10S2M
EI107*
H10S2M*
SZ4*
STR3*
PK941*";Fe;0,35-0,45;9,00-10,50;0,70-0,90;0;0;0;0,6;0,8;1,90-2,60;0,025;0,03;0,00-0,30;0;0;;;RU
"EI107*X40CrSiMo10-2
1.4731*
X40CrSiMo10*
SUH3*
Z40CSD10*
X40CrSiMo10-2*
VM12D*
X40CrSiMo10-2*
1Cr18Mn8Ni5N*
4Cr10Si2Mo*
X40CrSiMo10-2
F.3321*
40KH10S2M*
40X10S2M
40X10C2M
H10S2M*
SZ4*
STR3*
PK941*";Fe;0,35-0,45;9,00-10,50;0,70-0,90;0;0;0;0,6;0,8;1,90-2,60;0,025;0,03;0,00-0,30;0;0;;;RU
"SB Wear*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,1;7,5;1,6;2,4;1,15;0;0;0,35;1,1;?;?;0;0;0;;Carpenter;US
"Micro-Melt PD1*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,1;7,75;1,6;2,35;1,1;0;0;0,25;1,2;?;?;0;0;0;MM;Carpenter;US
"Cru-Wear*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,1;7,25;1,6;2,4;1,15;0;0;?;1,2;0,003;?;0;0;0;CPM;Crucible;US
"LSS PGK*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,15;8,5;1,5;1,95;1,5;0;0;0,4;0,9;?;?;0;0;0;;Latrobe;US
"PGK1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,15;8,5;1,5;1,95;1,5;0;0;0,4;0,9;?;?;0;0;0;;Latrobe;US
"Lescowear*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,13;7,75;1,55;2,4;1,1;0;0;0,3;1,2;?;?;0;0;0;;Latrobe;US
"PGK1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,2;8,5;1,5;2;1,5;0;0;?;1;?;?;0;0;0;;Lohmann;DE
"Spectrumwear*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
TSP3W
Vascowear*
Vasco Wear
US2000*
Z-Wear*";Fe;1,15;8,5;1,5;1,95;1,5;0;0;0,4;0,9;?;?;0;0;0;ESR;Spectrum Metal Solutions;US
"Vascowear*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vasco Wear
US2000*
Z-Wear*";Fe;1,12;7,75;1,6;2,4;1,1;0;0;0,3;1,2;?;?;0;0;0;;Vasco Metal;US
"US2000*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
Z-Wear*";Fe;1,1;7,8;1,6;2,4;1,1;0;0;?;1;?;?;0;0;0;;Zapp;DE
"Z-Wear*1.2895
PM1-2-2
X110CrMoVW8-2-2-1*
SB Wear*
Micro-Melt PD1*
Micro-Melt PD#1
PD1
PD#1
Cru-Wear*
CruWear
CPM CruWear
ITS Special*
LSS PGK*
PGK
Lescowear*
PGK
Spectrumwear*
TSP3W
Vascowear*
Vasco Wear
US2000*";Fe;1,1;7,8;1,6;2,4;1,1;0;0;?;1;?;?;0;0;0;PM;Zapp;DE
"R9M4K8-MP*R9M4K8*
DI102
DI102-MP";Fe;1,10-1,20;3,00-3,60;3,80-4,30;2,30-2,70;8,50-9,50;7,50-8,50;0,00-0,40;0,00-0,50;0,00-0,60;0,000-0,030;0,000-0,030;0,00-0,25;0;0,02-0,06;PM;;RU
R12M3K5F2-MP*DI103-MP;Fe;1,05-1,15;3,80-4,30;2,00-2,50;1,80-2,30;11,50-12,50;5,00-5,50;0,00-0,40;0,5;0,00-0,60;0,000-0,030;0,000-0,030;0,00-0,25;0;0,02-0,06;PM;;RU
R12MF5-MP*DI70-MP;Fe;1,45-1,55;3,80-4,30;1,00-1,50;4,00-4,60;11,50-12,50;0,00-0,50;0,00-0,40;0,5;0,00-0,60;0,000-0,030;0,000-0,030;0,00-0,25;0;0,02-0,06;PM;;RU
R6M5K5-MP*DI101-MP;Fe;1,02-1,09;3,80-4,30;4,80-5,30;1,70-2,20;6,00-7,00;4,80-5,30;0,00-0,40;0,00-0,50;0,00-0,60;0,000-0,030;0,000-0,030;0,00-0,25;0;0,02-0,06;PM;;RU
R6M5F3-MP*;Fe;1,25-1,35;3,80-4,30;5,50-6,00;3,10-3,70;5,70-6,70;0,00-0,50;0,00-0,40;0,00-0,50;0,00-0,60;0,000-0,030;0,000-0,030;0,00-0,25;0;0,02-0,06;PM;;RU
R7M2F6-MP*DI100-MP;Fe;1,65-1,75;3,80-4,30;1,80-2,30;5,50-6,20;6,50-7,50;0,00-0,50;0,00-0,40;0,00-0,50;0,00-0,60;0,000-0,030;0,000-0,030;0,00-0,25;0;0,02-0,06;PM;;RU
"1.1563.01*125SC*
C125SC";Fe;1,23;0;0;0;0;0,005;0;0,56;0,00-0,08;0,000-0,040;0,000-0,030;0,03;0;0,005;;;DE
"125SC*1.1563.01*
C125SC";Fe;1,23;0;0;0;0;0,005;0;0,56;0,00-0,08;0,000-0,040;0,000-0,030;0,03;0;0,005;;Lohmann;DE
OSIKRO5*;Fe;0,75;0,7;0,00-0,20;0,4;1,7;0;0;0,38;0,93;?;?;0;0;0;;Metal Ravne;SI
OHV6*;Fe;0,9;2,95;0,28;0,1;0;0;0;0,38;0,6;?;?;0;0;0;;Metal Ravne;SI
CPM Rex 86*Z-Max*;Fe;2;4;5;5;10;9;0;?;0,12;?;?;0;0;0;CPM;Crucible;US
Z-Max*CPM Rex 86*;Fe;2;4;5;5;10;9;0;?;0,12;?;?;0;0;0;PM;Zapp;DE
OH236Ni*SIHard K572;Fe;0,68;8,25;1,4;1;0;0;1,5;0,6;1,05;?;?;0;0;0;;Metal Ravne;SI
OCR8VMS*SIHard S470;Fe;0,9;7,95;1,48;2,1;0;0;0,25;0,38;0,3;0,004;0,018;0,00-0,25;0;0;;Metal Ravne;SI
"OCR12VMS*D2 Mod
1.2379Mod
SIHard S670";Fe;2,05;11,5;?;?;0;0;0;0,3;0,25;?;?;0;0;0;;Metal Ravne;SI
2Cr14Mo*;Fe;0,16-0,20;13,20-13,60;0,18-0,25;0;0;0;0;0,35-0,60;0,30-0,65;0,03;0,035;0;0;0;;Ahonest Changjiang;CN
"Supra4*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,28;4,2;5;3,1;6,4;8,5;0;?;?;?;?;0;0;0;PM;Akers;FR
"Assab PM 30 Superclean*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,28;4,2;5;3,1;6,4;8,5;0;?;?;?;?;0;0;0;PM;Assab;SE
"S590*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,32;4,13;4,94;3,09;6,25;8,38;0,26;0,14;0,44;0,026;0,027;0,16;0;0;PM;Bohler-Uddeholm;SE
"Vanadis 30*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,28;4,2;5;3,1;6,4;8,5;0;?;?;?;?;0;0;0;PM;Bohler-Uddeholm;SE
"CPM Rex 45*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,3;4,05;5;3,05;6,25;8;0;0,3;0,5;0,06;?;0;0;0;CPM;Crucible;US
"DEX40*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,3;4;5;3;6,5;8;0;0,3;0,3;?;?;0;0;0;;Daido;JP
"PMD30*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,3;4,2;5;3,1;6,4;8,5;0;?;?;?;?;0;0;0;PM;Dorrenberg;DE
"ASP2030M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,26-1,31;3,80-4,50;4,75-5,25;5,95-6,70;2,90-3,20;8,00-8,75;0;0,20-0,40;0,50-0,70;0,03;0,03;0;0;0;PM;Erasteel;FR
"HAP40*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,27-1,37;3,70-4,70;4,60-5,40;2,80-3,30;5,60-6,50;7,50-8,50;0;?;?;?;?;0;0;0;PM;Hitachi;JP
"DuraTech 30*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,3;4,1;5;3,1;6,25;8;0;0,3;0,5;?;?;0;0;0;PM;Latrobe;US
"RAVNE30*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM
Sinter30*";Fe;1,25;4,12;5;2,95;6,32;8,38;0,5;0,5;0,7;?;?;0;0;0;PM;Metal Ravne;SI
"Sinter30*M3:2+Co*
M3CL2+Co
1.3244
HS6-5-3-8
Z130KWDCV09-06-05-04-03*
Supra4*
Assab PM 30 Superclean*
S590*
S590 Microclean
Vanadis 30*
CPM Rex 45*
DEX40*
DAP540*
PMD30*
ASP2030
PM30
HAP40*
KHA30
DuraTech 30*
RAVNE30*
RAVNE30PM*
BSW30
SPM30
SIRapid 3244 PM";Fe;1,29;4,2;5;3,1;6,3;8,4;0;?;?;?;?;0;0;0;;Villares Metals;BR
Roltec*;Fe;1,4;4,6;3,2;3,7;0;0;0;0,6;1;?;?;0;0;0;;Bohler-Uddeholm;SE
CPM Rex 66*Rex 66;Fe;1,67;4,75;2;4,8;9,5;8;0;?;0,06;?;?;0;0;0;CPM;Crucible;US
RN15X*;Fe;1,4;15;2;0;0;0;0;?;?;?;?;0;4,5;0;;Dorrenberg;DE
"S1*X60CrWV7
45WCrV7
50WCrV8
45WCrV17
1.2250
1.2542
60WCrV8
45WCrV8
SKS4
2710
55WC20
45WCrV8
BS1
2542
58WCr9KU
45WCrV8KU
45WCrV8
6CrW2SI
5CrW2Si
19732
19733
C.6443
45WCrSi8
F.5241
F.5242
5HW2SF
4Ch2VS
6ChV2S
5KHV2SF
T41901
45VSiCrW20
NZ2*
Seminole Hard
Top Notch
Falcon 6&4
N
PCSK
BE2542
67Chisel
UHB Regin 3
Regin 3
Vibro
Excelo
BCC
Buster
Pneumo
Atha Pneu
NU-DIE XTRA
CSM13
Keystone Alloy Chisel
CCW
Cromodie
J.S. Punch
Pneumo
GGD-S1
H&R No.225
CHD1
Searcher
Ok Crown
H50
PK
XL-Chisel
LO-K 2550
OSIKRO2
KLAH
ALHD
EPM
FMP399
FMP329
TENAX N
Tenax S
2P
JE
K960
KE960
KEA145
Noresco Tyrant Extra
Commando
Super TKL
TKL
Stora18
Stora67
Thyrodur2550
Cyclops S1
Alco-M
Alco-S
Par-Exc
VW3
VMC
Maxtuff";Fe;0,45-0,55;1,25-1,75;0,4;0,15-0,30;1,00-3,00;0;0;0,20-0,40;0,25-0,45;0,03;0,03;0;0;0;;;US
