grade,splav_c,db_c,match_c,splav_cr,db_cr,match_cr,splav_mo,db_mo,match_mo,splav_v,db_v,match_v,splav_w,db_w,match_w,splav_co,db_co,match_co,splav_ni,db_ni,match_ni,splav_mn,db_mn,match_mn,splav_si,db_si,match_si,splav_s,db_s,match_s,splav_p,db_p,match_p,splav_cu,db_cu,match_cu,splav_nb,db_nb,match_nb,splav_n,db_n,match_n,status,mismatch_fields
АЧС-6,2.2 - 2.8,2.2 - 2.8,1,,,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.6,0.2 - 0.6,1,3 - 4,3 - 4,1,до &nbsp; 0.12,до &nbsp; 0.12,1,0.5 - 1,0.5 - 1,1,,,1,,,1,,,1,ok,
L-Ni35,до &nbsp; 2.4,до &nbsp; 2.4,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,34 - 36,34 - 36,1,0.5 - 1.5,0.5 - 1.5,1,1 - 2,1 - 2,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
L-NiCr20-2,до &nbsp; 3,до &nbsp; 3,1,1 - 2.5,1 - 2.5,1,,,1,,,1,,,1,,,1,18 - 22,18 - 22,1,0.5 - 1.5,0.5 - 1.5,1,1 - 2.8,1 - 2.8,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
L-NiCr20-3,до &nbsp; 3,до &nbsp; 3,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,18 - 22,18 - 22,1,0.5 - 1.5,0.5 - 1.5,1,1 - 2.8,1 - 2.8,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
L-NiCr30-3,до &nbsp; 2.5,до &nbsp; 2.5,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,28 - 32,28 - 32,1,0.5 - 1.5,0.5 - 1.5,1,1 - 2,1 - 2,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
L-NiCuCr15-6-2,до &nbsp; 3,до &nbsp; 3,1,1 - 2.5,1 - 2.5,1,,,1,,,1,,,1,,,1,13.5 - 17.5,13.5 - 17.5,1,0.5 - 1.5,0.5 - 1.5,1,1 - 2.8,1 - 2.8,1,,,1,,,1,5.5 - 7.5,5.5 - 7.5,1,,,1,,,1,ok,
L-NiCuCr15-6-3,до &nbsp; 3,до &nbsp; 3,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,13.5 - 17.5,13.5 - 17.5,1,0.5 - 1.5,0.5 - 1.5,1,1 - 2.8,1 - 2.8,1,,,1,,,1,5.5 - 7.5,5.5 - 7.5,1,,,1,,,1,ok,
L-NiMn13-7,до &nbsp; 3,до &nbsp; 3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,12 - 14,12 - 14,1,6 - 7,6 - 7,1,1.5 - 3,1.5 - 3,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
L-NiSiCr20-5-3,до &nbsp; 2.5,до &nbsp; 2.5,1,1.5 - 4.5,1.5 - 4.5,1,,,1,,,1,,,1,,,1,18 - 22,18 - 22,1,0.5 - 1.5,0.5 - 1.5,1,4.5 - 5.5,4.5 - 5.5,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
L-NiSiCr30-5-5,до &nbsp; 2.5,до &nbsp; 2.5,1,4.5 - 5.5,4.5 - 5.5,1,,,1,,,1,,,1,,,1,29 - 32,29 - 32,1,0.5 - 1.5,0.5 - 1.5,1,5 - 6,5 - 6,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-Ni22,до &nbsp; 3,до &nbsp; 3,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,,,1,,,1,21 - 24,21 - 24,1,1.5 - 2.5,1.5 - 2.5,1,1 - 3,1 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-Ni35,до &nbsp; 2.4,до &nbsp; 2.4,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,34 - 36,34 - 36,1,0.5 - 1.5,0.5 - 1.5,1,1.5 - 3,1.5 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiCr20-2,до &nbsp; 3,до &nbsp; 3,1,1 - 2.5,1 - 2.5,1,,,1,,,1,,,1,,,1,18 - 22,18 - 22,1,0.5 - 1.5,0.5 - 1.5,1,1.5 - 3,1.5 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiCr20-3,до &nbsp; 3,до &nbsp; 3,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,18 - 22,18 - 22,1,0.5 - 1.5,0.5 - 1.5,1,1.5 - 3,1.5 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiCr30-1,до &nbsp; 2.6,до &nbsp; 2.6,1,1 - 1.5,1 - 1.5,1,,,1,,,1,,,1,,,1,28 - 32,28 - 32,1,0.5 - 1.5,0.5 - 1.5,1,1.5 - 3,1.5 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiCr30-3,до &nbsp; 2.6,до &nbsp; 2.6,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,28 - 32,28 - 32,1,0.5 - 1.5,0.5 - 1.5,1,1.5 - 3,1.5 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiCr35-3,до &nbsp; 2.4,до &nbsp; 2.4,1,2 - 3,2 - 3,1,,,1,,,1,,,1,,,1,34 - 36,34 - 36,1,0.5 - 1.5,0.5 - 1.5,1,1.5 - 3,1.5 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiMn13-7,до &nbsp; 3,до &nbsp; 3,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,12 - 14,12 - 14,1,6 - 7,6 - 7,1,2 - 3,2 - 3,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiMn23-4,до &nbsp; 2.6,до &nbsp; 2.6,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,22 - 24,22 - 24,1,4 - 4.5,4 - 4.5,1,1.5 - 2.5,1.5 - 2.5,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiSiCr20-5-2,до &nbsp; 3,до &nbsp; 3,1,1 - 2.5,1 - 2.5,1,,,1,,,1,,,1,,,1,18 - 22,18 - 22,1,0.5 - 1.5,0.5 - 1.5,1,4.5 - 5.5,4.5 - 5.5,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
S-NiSiCr30-5-5,до &nbsp; 2.6,до &nbsp; 2.6,1,4.5 - 5.5,4.5 - 5.5,1,,,1,,,1,,,1,,,1,28 - 32,28 - 32,1,0.5 - 1.5,0.5 - 1.5,1,5 - 6,5 - 6,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.5,до &nbsp; 0.5,1,,,1,,,1,ok,
ВЧ100,3.2 - 3.6,3.2 - 3.6,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,0.4 - 0.7,0.4 - 0.7,1,3 - 3.8,3 - 3.8,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.6,до &nbsp; 0.6,1,,,1,,,1,ok,
ВЧ35,2.7 - 3.8,2.7 - 3.8,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.6,0.2 - 0.6,1,0.8 - 2.9,0.8 - 2.9,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ВЧ40,2.7 - 3.8,2.7 - 3.8,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.6,0.2 - 0.6,1,0.5 - 2.9,0.5 - 2.9,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ВЧ45,2.7 - 3.8,2.7 - 3.8,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,0.3 - 0.7,0.3 - 0.7,1,0.5 - 2.9,0.5 - 2.9,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ВЧ50,2.7 - 3.7,2.7 - 3.7,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,,,1,0.3 - 0.7,0.3 - 0.7,1,0.8 - 2.9,0.8 - 2.9,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,ok,
ВЧ60,3 - 3.6,3 - 3.6,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.4,до &nbsp; 0.4,1,0.4 - 0.7,0.4 - 0.7,1,2.4 - 2.8,2.4 - 2.8,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
ВЧ70,3 - 3.6,3 - 3.6,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,0.4 - 0.7,0.4 - 0.7,1,2.6 - 2.9,2.6 - 2.9,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.4,до &nbsp; 0.4,1,,,1,,,1,ok,
ВЧ80,3.2 - 3.6,3.2 - 3.6,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,0.4 - 0.7,0.4 - 0.7,1,2.6 - 2.9,2.6 - 2.9,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.6,до &nbsp; 0.6,1,,,1,,,1,ok,
ЧВГ30,3.5 - 3.8,3.5 - 3.8,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.6,0.2 - 0.6,1,2.2 - 3,2.2 - 3,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,ok,
ЧВГ35,3.5 - 3.8,3.5 - 3.8,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.6,0.2 - 0.6,1,2.2 - 2.8,2.2 - 2.8,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,ok,
ЧВГ40,3.1 - 3.5,3.1 - 3.5,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,,,1,0.4 - 1,0.4 - 1,1,2 - 2.5,2 - 2.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.08,до &nbsp; 0.08,1,0.4 - 0.6,0.4 - 0.6,1,,,1,,,1,ok,
ЧВГ45,3.1 - 3.5,3.1 - 3.5,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.2 - 0.4,0.2 - 0.4,1,,,1,,,1,,,1,0.8 - 1.2,0.8 - 1.2,1,0.8 - 1.2,0.8 - 1.2,1,2 - 2.5,2 - 2.5,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.05,до &nbsp; 0.05,1,0.8 - 1,0.8 - 1,1,,,1,,,1,ok,
1,0.44 - 0.52,0.44 - 0.52,1,,,1,,,1,0.08 - 0.15,0.08 - 0.15,1,,,1,,,1,,,1,0.8 - 1.2,0.8 - 1.2,1,0.4 - 0.65,0.4 - 0.65,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
2,0.55 - 0.65,0.55 - 0.65,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,0.5 - 0.9,0.5 - 0.9,1,0.22 - 0.45,0.22 - 0.45,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
3,0.58 - 0.67,0.58 - 0.67,1,,,1,,,1,0.08 - 0.15,0.08 - 0.15,1,,,1,,,1,,,1,0.5 - 0.9,0.5 - 0.9,1,0.22 - 0.45,0.22 - 0.45,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
63,0.53 - 0.73,0.53 - 0.73,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.6 - 1,0.6 - 1,1,0.15 - 0.35,0.15 - 0.35,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
76,0.71 - 0.84,0.71 - 0.84,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.25,0.75 - 1.25,1,0.18 - 0.55,0.18 - 0.55,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
76Т,0.71 - 0.84,0.71 - 0.84,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.25,0.75 - 1.25,1,0.18 - 0.55,0.18 - 0.55,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
76Ф,0.71 - 0.87,0.71 - 0.87,1,,,1,,,1,0.03 - 0.1,0.03 - 0.1,1,,,1,,,1,,,1,0.75 - 1.25,0.75 - 1.25,1,0.18 - 0.55,0.18 - 0.55,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
76Ц,0.71 - 0.84,0.71 - 0.84,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.25,0.75 - 1.25,1,0.18 - 0.55,0.18 - 0.55,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
А1,до &nbsp; 0.4,до &nbsp; 0.4,1,до &nbsp; 0.3,до &nbsp; 0.3,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,до &nbsp; 1.2,до &nbsp; 1.2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
А2,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.3,до &nbsp; 0.3,1,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,до &nbsp; 1.2,до &nbsp; 1.2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
А3,до &nbsp; 0.4,до &nbsp; 0.4,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.4,до &nbsp; 0.4,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,до &nbsp; 1.6,до &nbsp; 1.6,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
А4,до &nbsp; 0.4,до &nbsp; 0.4,1,до &nbsp; 1.2,до &nbsp; 1.2,1,до &nbsp; 0.35,до &nbsp; 0.35,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
К63,0.53 - 0.73,0.53 - 0.73,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.6 - 1,0.6 - 1,1,0.15 - 0.35,0.15 - 0.35,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,до &nbsp; 0.008,до &nbsp; 0.008,1,ok,
К76,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
К76Т,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
К76Ф,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,0.03 - 0.15,0.03 - 0.15,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
К78ХСФ,0.74 - 0.82,0.74 - 0.82,1,0.4 - 0.6,0.4 - 0.6,1,,,1,0.05 - 0.15,0.05 - 0.15,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.4 - 0.8,0.4 - 0.8,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
К86Ф,0.83 - 0.9,0.83 - 0.9,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,0.03 - 0.15,0.03 - 0.15,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
М54,0.45 - 0.62,0.45 - 0.62,1,,,1,,,1,,,1,,,1,,,1,,,1,0.5 - 0.85,0.5 - 0.85,1,0.15 - 0.35,0.15 - 0.35,1,до &nbsp; 0.05,до &nbsp; 0.05,1,до &nbsp; 0.04,до &nbsp; 0.04,1,,,1,,,1,,,1,ok,
М68,0.62 - 0.73,0.62 - 0.73,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 1,0.7 - 1,1,0.13 - 0.28,0.13 - 0.28,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М73В,0.67 - 0.78,0.67 - 0.78,1,,,1,,,1,0.03 - 0.06,0.03 - 0.06,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.45,0.18 - 0.45,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М73Т,0.67 - 0.78,0.67 - 0.78,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.45,0.18 - 0.45,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М73Ц,0.67 - 0.78,0.67 - 0.78,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.45,0.18 - 0.45,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М74,0.69 - 0.8,0.69 - 0.8,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.4,0.18 - 0.4,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М74Т,0.69 - 0.8,0.69 - 0.8,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.4,0.18 - 0.4,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М74Ц,0.69 - 0.8,0.69 - 0.8,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.4,0.18 - 0.4,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М76,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М76В,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,0.03 - 0.07,0.03 - 0.07,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.25 - 0.45,0.25 - 0.45,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М76ВТ,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,0.01 - 0.02,0.01 - 0.02,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.4,0.18 - 0.4,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М76Т,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М76Ф,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,0.03 - 0.15,0.03 - 0.15,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
М76Ц,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.05,0.75 - 1.05,1,0.18 - 0.4,0.18 - 0.4,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
Н50,0.4 - 0.55,0.4 - 0.55,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.13,до &nbsp; 0.13,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.04,до &nbsp; 0.04,1,,,1,,,1,,,1,ok,
ОС,0.42 - 0.5,0.42 - 0.5,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.6 - 0.9,0.6 - 0.9,1,0.15 - 0.35,0.15 - 0.35,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,ok,
ПТ70,0.67 - 0.82,0.67 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.13,до &nbsp; 0.13,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.04,до &nbsp; 0.04,1,,,1,,,1,,,1,ok,
СтальГОСТ5257-98,0.57 - 0.67,0.57 - 0.67,1,,,1,,,1,,,1,,,1,,,1,,,1,0.5 - 0.9,0.5 - 0.9,1,0.2 - 0.45,0.2 - 0.45,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
Т60,0.56 - 0.66,0.56 - 0.66,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.13,до &nbsp; 0.13,1,до &nbsp; 0.045,до &nbsp; 0.045,1,до &nbsp; 0.04,до &nbsp; 0.04,1,,,1,,,1,,,1,ok,
Э76,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Э76Т,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,,,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Э76Ф,0.71 - 0.82,0.71 - 0.82,1,,,1,,,1,0.03 - 0.15,0.03 - 0.15,1,,,1,,,1,,,1,0.75 - 1.15,0.75 - 1.15,1,0.25 - 0.6,0.25 - 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
