grade,db_grade,link,updated_fields,source,note
DMO5,DMO5,https://zknives.com/knives/steels/dmo5.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Stag Mo562,Stag Mo562,https://zknives.com/knives/steels/stag_mo562.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
TEM92,TEM92,https://zknives.com/knives/steels/tem92.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
T.E.M.,T.E.M.,https://zknives.com/knives/steels/t.e.m..shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
DF6,DF6,https://zknives.com/knives/steels/df6.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
DF6M,DF6M,https://zknives.com/knives/steels/df6m.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
DC Extra,DC Extra,https://zknives.com/knives/steels/dc_extra.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Molycut562,Molycut562,https://zknives.com/knives/steels/molycut562.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Star-Mo M2,Star-Mo M2,https://zknives.com/knives/steels/star-mo_m2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
GPM2,GPM2,https://zknives.com/knives/steels/gpm2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
GGD-M2,GGD-M2,https://zknives.com/knives/steels/ggd-m2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
RMO,RMO,https://zknives.com/knives/steels/rmo.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
PrestoMoPlus,PrestoMoPlus,https://zknives.com/knives/steels/prestomoplus.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HYM2,HYM2,https://zknives.com/knives/steels/hym2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HYTM2,HYTM2,https://zknives.com/knives/steels/hytm2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HYM2E,HYM2E,https://zknives.com/knives/steels/hym2e.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
YXM1,YXM1,https://zknives.com/knives/steels/yxm1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
H&R No.57,H&R No.57,https://zknives.com/knives/steels/h~r_no.57.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
J34,J34,https://zknives.com/knives/steels/j34.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Veronica65,Veronica65,https://zknives.com/knives/steels/veronica65.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
C-65,C-65,https://zknives.com/knives/steels/c-65.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
C65,C65,https://zknives.com/knives/steels/c65.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SSR-M-5,SSR-M-5,https://zknives.com/knives/steels/ssr-m-5.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
KM1,KM1,https://zknives.com/knives/steels/km1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
M2 Eur,M2 Eur,https://zknives.com/knives/steels/m2_eur.shtml,"manufacturer,standard,co,ni,s,p,cu,nb,n,analogues",zknives_mismatches.csv,link
Double Six,Double Six,https://zknives.com/knives/steels/double_six.shtml,"manufacturer,standard,co,ni,s,p,cu,nb,n,analogues",zknives_mismatches.csv,link
HS29,HS29,https://zknives.com/knives/steels/hs29.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HS29-XL,HS29-XL,https://zknives.com/knives/steels/hs29-xl.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
E. Double Six M-2XL,E. Double Six M-2XL,https://zknives.com/knives/steels/e._double_six_m-2xl.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
LO-S 3342,LO-S 3342,https://zknives.com/knives/steels/lo-s_3342.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
NHMo,NHMo,https://zknives.com/knives/steels/nhmo.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
LO-S 3343,LO-S 3343,https://zknives.com/knives/steels/lo-s_3343.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
BRM2,BRM2,https://zknives.com/knives/steels/brm2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Mach2,Mach2,https://zknives.com/knives/steels/mach2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HM2,HM2,https://zknives.com/knives/steels/hm2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HS12M,HS12M,https://zknives.com/knives/steels/hs12m.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
MH2,MH2,https://zknives.com/knives/steels/mh2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
H51,H51,https://zknives.com/knives/steels/h51.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Novo662,Novo662,https://zknives.com/knives/steels/novo662.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
FMP562,FMP562,https://zknives.com/knives/steels/fmp562.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SVX526,SVX526,https://zknives.com/knives/steels/svx526.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SVX526Ex,SVX526Ex,https://zknives.com/knives/steels/svx526ex.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SVX526St,SVX526St,https://zknives.com/knives/steels/svx526st.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
MAXSPMo5,MAXSPMo5,https://zknives.com/knives/steels/maxspmo5.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Maximum Special Mo5,Maximum Special Mo5,https://zknives.com/knives/steels/maximum_special_mo5.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
MAXSMo5S,MAXSMo5S,https://zknives.com/knives/steels/maxsmo5s.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
TRM2,TRM2,https://zknives.com/knives/steels/trm2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
TRM-2,TRM-2,https://zknives.com/knives/steels/trm-2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
RHM1,RHM1,https://zknives.com/knives/steels/rhm1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Giant M5,Giant M5,https://zknives.com/knives/steels/giant_m5.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Cyclone92,Cyclone92,https://zknives.com/knives/steels/cyclone92.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Mushet MKK,Mushet MKK,https://zknives.com/knives/steels/mushet_mkk.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Keylock A157,Keylock A157,https://zknives.com/knives/steels/keylock_a157.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
QH51,QH51,https://zknives.com/knives/steels/qh51.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
MO5,MO5,https://zknives.com/knives/steels/mo5.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Rapidur 3343,Rapidur 3343,https://zknives.com/knives/steels/rapidur_3343.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
NorescoDHS,NorescoDHS,https://zknives.com/knives/steels/norescodhs.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SIRapid 3343,SIRapid 3343,https://zknives.com/knives/steels/sirapid_3343.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Molva-T,Molva-T,https://zknives.com/knives/steels/molva-t.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HS55,HS55,https://zknives.com/knives/steels/hs55.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HJS562,HJS562,https://zknives.com/knives/steels/hjs562.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Stora29,Stora29,https://zknives.com/knives/steels/stora29.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Vasco M2,Vasco M2,https://zknives.com/knives/steels/vasco_m2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
TES3344,TES3344,https://zknives.com/knives/steels/tes3344.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
ThyRapid3343,ThyRapid3343,https://zknives.com/knives/steels/thyrapid3343.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Thyrapid3313,Thyrapid3313,https://zknives.com/knives/steels/thyrapid3313.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
3343,3343,https://zknives.com/knives/steels/3343.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
TKM3343,TKM3343,https://zknives.com/knives/steels/tkm3343.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Motung 652,Motung 652,https://zknives.com/knives/steels/motung_652.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
VMM2,VMM2,https://zknives.com/knives/steels/vmm2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Weld Mold 966,Weld Mold 966,https://zknives.com/knives/steels/weld_mold_966.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SSWL50,SSWL50,https://zknives.com/knives/steels/sswl50.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SSLB50,SSLB50,https://zknives.com/knives/steels/sslb50.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Red Shadow,Red Shadow,https://zknives.com/knives/steels/red_shadow.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
M3:1,M3:1,https://zknives.com/knives/steels/m3|1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
M3CL1,M3CL1,https://zknives.com/knives/steels/m3cl1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HS6-6-2,HS6-6-2,https://zknives.com/knives/steels/hs6-6-2.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HS6-5-3C,HS6-5-3C,https://zknives.com/knives/steels/hs6-5-3c.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
SKH52,SKH52,https://zknives.com/knives/steels/skh52.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
CW6Mo5Cr4V3,CW6Mo5Cr4V3,https://zknives.com/knives/steels/cw6mo5cr4v3.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
R6M5F3,R6M5F3,https://zknives.com/knives/steels/r6m5f3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
T11313,T11313,https://zknives.com/knives/steels/t11313.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Super Speed Star,Super Speed Star,https://zknives.com/knives/steels/super_speed_star.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Rex M3S1,Rex M3S1,https://zknives.com/knives/steels/rex_m3s1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
Rex M3-1,Rex M3-1,https://zknives.com/knives/steels/rex_m3-1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
EM3:1,EM3:1,https://zknives.com/knives/steels/em3|1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
HYM3-1,HYM3-1,https://zknives.com/knives/steels/hym3-1.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
E Corsair XL,E Corsair XL,https://zknives.com/knives/steels/e_corsair_xl.shtml,"manufacturer,standard,co,nb,n,analogues",zknives_mismatches.csv,link
M3:2,M3:2,https://zknives.com/knives/steels/m3|2.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
M3CL2,M3CL2,https://zknives.com/knives/steels/m3cl2.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
S6-5-3,S6-5-3,https://zknives.com/knives/steels/s6-5-3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
1.3344,1.3344,https://zknives.com/knives/steels/1.3344.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
1.3391,1.3391,https://zknives.com/knives/steels/1.3391.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
1.3395,1.3395,https://zknives.com/knives/steels/1.3395.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
HS6-5-3,HS6-5-3,https://zknives.com/knives/steels/hs6-5-3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
SKH53,SKH53,https://zknives.com/knives/steels/skh53.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
2725,2725,https://zknives.com/knives/steels/2725.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Z120WDCV06-05-04-03,Z120WDCV06-05-04-03,https://zknives.com/knives/steels/z120wdcv06-05-04-03.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
X130WMoCrV 06-05-04-03,X130WMoCrV 06-05-04-03,https://zknives.com/knives/steels/x130wmocrv_06-05-04-03.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
BM4,BM4,https://zknives.com/knives/steels/bm4.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
F.5605,F.5605,https://zknives.com/knives/steels/f.5605.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
6-5-3,6-5-3,https://zknives.com/knives/steels/6-5-3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
T11323,T11323,https://zknives.com/knives/steels/t11323.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Supra3,Supra3,https://zknives.com/knives/steels/supra3.shtml,"standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
ASP23,ASP23,https://zknives.com/knives/steels/asp23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Assab PM 23 Superclean,Assab PM 23 Superclean,https://zknives.com/knives/steels/assab_pm_23_superclean.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
E Crusader XL,E Crusader XL,https://zknives.com/knives/steels/e_crusader_xl.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
S607,S607,https://zknives.com/knives/steels/s607.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Vanadis 23,Vanadis 23,https://zknives.com/knives/steels/vanadis_23.shtml,"manufacturer,standard,co,ni,mn,si,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
S790,S790,https://zknives.com/knives/steels/s790.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Micro-Melt HS-23,Micro-Melt HS-23,https://zknives.com/knives/steels/micro-melt_hs-23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
HS-23,HS-23,https://zknives.com/knives/steels/hs-23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Micro-Melt 23,Micro-Melt 23,https://zknives.com/knives/steels/micro-melt_23.shtml,"manufacturer,standard,co,ni,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
Micro-Melt M3:2,Micro-Melt M3:2,https://zknives.com/knives/steels/micro-melt_m3|2.shtml,"manufacturer,standard,co,ni,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
PMD23,PMD23,https://zknives.com/knives/steels/pmd23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
EM3:2,EM3:2,https://zknives.com/knives/steels/em3|2.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
T.E.M.03.V,T.E.M.03.V,https://zknives.com/knives/steels/t.e.m.03.v.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
ASP2023,ASP2023,https://zknives.com/knives/steels/asp2023.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
GPM23,GPM23,https://zknives.com/knives/steels/gpm23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
HYM3-2,HYM3-2,https://zknives.com/knives/steels/hym3-2.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
YXM27,YXM27,https://zknives.com/knives/steels/yxm27.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
H&R No.7 Type 1,H&R No.7 Type 1,https://zknives.com/knives/steels/h~r_no.7_type_1.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
KHA32,KHA32,https://zknives.com/knives/steels/kha32.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Crusader,Crusader,https://zknives.com/knives/steels/crusader.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
LO-S 3344,LO-S 3344,https://zknives.com/knives/steels/lo-s_3344.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
LO-QPM 23,LO-QPM 23,https://zknives.com/knives/steels/lo-qpm_23.shtml,"manufacturer,standard,co,ni,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
PMHS6-5-3C,PMHS6-5-3C,https://zknives.com/knives/steels/pmhs6-5-3c.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
BRM3,BRM3,https://zknives.com/knives/steels/brm3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
RAVNE23,RAVNE23,https://zknives.com/knives/steels/ravne23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
RAVNE23PM,RAVNE23PM,https://zknives.com/knives/steels/ravne23pm.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
MAC-A,MAC-A,https://zknives.com/knives/steels/mac-a.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Mach3,Mach3,https://zknives.com/knives/steels/mach3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
HM3,HM3,https://zknives.com/knives/steels/hm3.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
FAX31,FAX31,https://zknives.com/knives/steels/fax31.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
DoMo5V,DoMo5V,https://zknives.com/knives/steels/domo5v.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
BSW23,BSW23,https://zknives.com/knives/steels/bsw23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
SPM23,SPM23,https://zknives.com/knives/steels/spm23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
PM23,PM23,https://zknives.com/knives/steels/pm23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Stellapur PM23,Stellapur PM23,https://zknives.com/knives/steels/stellapur_pm23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Rapidur 3344,Rapidur 3344,https://zknives.com/knives/steels/rapidur_3344.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
SIRapid 3344,SIRapid 3344,https://zknives.com/knives/steels/sirapid_3344.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
SIRapid 3344 PM,SIRapid 3344 PM,https://zknives.com/knives/steels/sirapid_3344_pm.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
TSP23,TSP23,https://zknives.com/knives/steels/tsp23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
VWM3C,VWM3C,https://zknives.com/knives/steels/vwm3c.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
Sinter23,Sinter23,https://zknives.com/knives/steels/sinter23.shtml,"manufacturer,standard,co,nb,n,tech,analogues",zknives_mismatches.csv,link
M42,M42,https://zknives.com/knives/steels/m42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
S2-1-1-8,S2-1-1-8,https://zknives.com/knives/steels/s2-1-1-8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
PMHS2-9-1-8,PMHS2-9-1-8,https://zknives.com/knives/steels/pmhs2-9-1-8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
1.3247,1.3247,https://zknives.com/knives/steels/1.3247.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
HS2-9-1-8,HS2-9-1-8,https://zknives.com/knives/steels/hs2-9-1-8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
SKH59,SKH59,https://zknives.com/knives/steels/skh59.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
2716,2716,https://zknives.com/knives/steels/2716.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
110DKCWV09-08-04-02-01,110DKCWV09-08-04-02-01,https://zknives.com/knives/steels/110dkcwv09-08-04-02-01.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Z110DKCWV,Z110DKCWV,https://zknives.com/knives/steels/z110dkcwv.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
BM42,BM42,https://zknives.com/knives/steels/bm42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
W2Mo9Cr4VCo8,W2Mo9Cr4VCo8,https://zknives.com/knives/steels/w2mo9cr4vco8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
2-9-1-8,2-9-1-8,https://zknives.com/knives/steels/2-9-1-8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
F.5617,F.5617,https://zknives.com/knives/steels/f.5617.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
R2M10K8F,R2M10K8F,https://zknives.com/knives/steels/r2m10k8f.shtml,"manufacturer,standard,nb,n,tech",zknives_mismatches.csv,link
R2M10K8F-MP,R2M10K8F-MP,https://zknives.com/knives/steels/r2m10k8f-mp.shtml,"manufacturer,standard,nb,n,tech",zknives_mismatches.csv,link
T11342,T11342,https://zknives.com/knives/steels/t11342.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
SK8M,SK8M,https://zknives.com/knives/steels/sk8m.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
XT110Mo10Co8Cr4W2,XT110Mo10Co8Cr4W2,https://zknives.com/knives/steels/xt110mo10co8cr4w2.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Exocut,Exocut,https://zknives.com/knives/steels/exocut.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Rapide-T,Rapide-T,https://zknives.com/knives/steels/rapide-t.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
S500,S500,https://zknives.com/knives/steels/s500.shtml,"standard,nb,n,tech,analogues",zknives_mismatches.csv,link
S500 Isorapid,S500 Isorapid,https://zknives.com/knives/steels/s500_isorapid.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Bohler-Uddeholm M42,Bohler-Uddeholm M42,https://zknives.com/knives/steels/bohler-uddeholm_m42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
B47,B47,https://zknives.com/knives/steels/b47.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Braemax,Braemax,https://zknives.com/knives/steels/braemax.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Super Star,Super Star,https://zknives.com/knives/steels/super_star.shtml,"manufacturer,standard,ni,s,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
Micro-Melt M42,Micro-Melt M42,https://zknives.com/knives/steels/micro-melt_m42.shtml,"manufacturer,standard,ni,p,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
Pluto Plus,Pluto Plus,https://zknives.com/knives/steels/pluto_plus.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Molite 42,Molite 42,https://zknives.com/knives/steels/molite_42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
M841,M841,https://zknives.com/knives/steels/m841.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Rex M42,Rex M42,https://zknives.com/knives/steels/rex_m42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
X110MoCo9.8,X110MoCo9.8,https://zknives.com/knives/steels/x110moco9.8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Komo42,Komo42,https://zknives.com/knives/steels/komo42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
EMo9CoH,EMo9CoH,https://zknives.com/knives/steels/emo9coh.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
EM42,EM42,https://zknives.com/knives/steels/em42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Bimax42+,Bimax42+,https://zknives.com/knives/steels/bimax42$.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
DF42,DF42,https://zknives.com/knives/steels/df42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
GPM42,GPM42,https://zknives.com/knives/steels/gpm42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
RM42,RM42,https://zknives.com/knives/steels/rm42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
PrestoMo8,PrestoMo8,https://zknives.com/knives/steels/prestomo8.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
HYM42,HYM42,https://zknives.com/knives/steels/hym42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
YXM42,YXM42,https://zknives.com/knives/steels/yxm42.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
B98,B98,https://zknives.com/knives/steels/b98.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
Dynamax,Dynamax,https://zknives.com/knives/steels/dynamax.shtml,"manufacturer,standard,nb,n,tech,analogues",zknives_mismatches.csv,link
