grade,db_grade,link,updated_fields,source,note
UHB-15,UHB-15,https://zknives.com/knives/steels/uhb-15.shtml,"manufacturer,standard,cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.2358,1.2358,https://zknives.com/knives/steels/1.2358.shtml,"manufacturer,standard,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
60CrMoV18-5,60CrMoV18-5,https://zknives.com/knives/steels/60crmov18-5.shtml,"manufacturer,standard,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
CTS-B70,CTS-B70,https://zknives.com/knives/steels/cts-b70.shtml,"manufacturer,standard,w,co,ni,s,p,cu,nb,n,tech",zknives_mismatches.csv,link
CTS B70,CTS B70,https://zknives.com/knives/steels/cts_b70.shtml,"manufacturer,standard,w,co,ni,s,p,cu,nb,n,tech",zknives_mismatches.csv,link
P20+Ni,P20+Ni,https://zknives.com/knives/steels/p20$ni.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
54NiCrMoV6,54NiCrMoV6,https://zknives.com/knives/steels/54nicrmov6.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
40CrMnNiMo8-6-4,40CrMnNiMo8-6-4,https://zknives.com/knives/steels/40crmnnimo8-6-4.shtml,"manufacturer,standard,v,w,co,cu,nb,n",zknives_mismatches.csv,link
40CrMnNiMoS8-6,40CrMnNiMoS8-6,https://zknives.com/knives/steels/40crmnnimos8-6.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
1.2738,1.2738,https://zknives.com/knives/steels/1.2738.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
3Cr2NiMo,3Cr2NiMo,https://zknives.com/knives/steels/3cr2nimo.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
3Cr2Mo,3Cr2Mo,https://zknives.com/knives/steels/3cr2mo.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
3Cr2MnNiMo,3Cr2MnNiMo,https://zknives.com/knives/steels/3cr2mnnimo.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
718,718,https://zknives.com/knives/steels/718.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
Impax,Impax,https://zknives.com/knives/steels/impax.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
Impax Supreme,Impax Supreme,https://zknives.com/knives/steels/impax_supreme.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
Nimax,Nimax,https://zknives.com/knives/steels/nimax.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
BA38,BA38,https://zknives.com/knives/steels/ba38.shtml,"standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
ISO-BM,ISO-BM,https://zknives.com/knives/steels/iso-bm.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
2738 ISO-BM,2738 ISO-BM,https://zknives.com/knives/steels/2738_iso-bm.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
MCMN,MCMN,https://zknives.com/knives/steels/mcmn.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
YTJ21,YTJ21,https://zknives.com/knives/steels/ytj21.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
UTOPNIN,UTOPNIN,https://zknives.com/knives/steels/utopnin.shtml,"manufacturer,standard,v,w,co,cu,nb,n,analogues",zknives_mismatches.csv,link
1.1268,1.1268,https://zknives.com/knives/steels/1.1268.shtml,"manufacturer,standard,cr,mo,v,w,co,ni,cu,nb,n,tech",zknives_mismatches.csv,link
Law 100 X,Law 100 X,https://zknives.com/knives/steels/law_100_x.shtml,"standard,cr,mo,v,w,co,ni,cu,nb,n,tech",zknives_mismatches.csv,link
X170CrVMo18-3-1,X170CrVMo18-3-1,https://zknives.com/knives/steels/x170crvmo18-3-1.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
Elmax PM 170,Elmax PM 170,https://zknives.com/knives/steels/elmax_pm_170.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
UHB Elmax,UHB Elmax,https://zknives.com/knives/steels/uhb_elmax.shtml,"manufacturer,standard,w,co,ni,cu,nb,n,tech,analogues",zknives_mismatches.csv,link
BD1,BD1,https://zknives.com/knives/steels/bd1.shtml,"manufacturer,standard,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
GIN-1,GIN-1,https://zknives.com/knives/steels/gin-1.shtml,"manufacturer,standard,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
Silver 1,Silver 1,https://zknives.com/knives/steels/silver_1.shtml,"manufacturer,standard,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
G2,G2,https://zknives.com/knives/steels/g2.shtml,"manufacturer,standard,w,co,ni,s,p,cu,nb,n",zknives_mismatches.csv,link
Silver 3,Silver 3,https://zknives.com/knives/steels/silver_3.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Ginsanko,Ginsanko,https://zknives.com/knives/steels/ginsanko.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
YSS INOX,YSS INOX,https://zknives.com/knives/steels/yss_inox.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Ginsan,Ginsan,https://zknives.com/knives/steels/ginsan.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
GIN-3,GIN-3,https://zknives.com/knives/steels/gin-3.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Silver 5,Silver 5,https://zknives.com/knives/steels/silver_5.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
DAP560,DAP560,https://zknives.com/knives/steels/dap560.shtml,"manufacturer,standard,ni,cu,nb,n,tech",zknives_mismatches.csv,link
HAP50,HAP50,https://zknives.com/knives/steels/hap50.shtml,"manufacturer,standard,ni,cu,nb,n,tech",zknives_mismatches.csv,link
14160,14160,https://zknives.com/knives/steels/14160.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
V452,V452,https://zknives.com/knives/steels/v452.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
14260,14260,https://zknives.com/knives/steels/14260.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
54SiCr6,54SiCr6,https://zknives.com/knives/steels/54sicr6.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
1.7102,1.7102,https://zknives.com/knives/steels/1.7102.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
SUP12,SUP12,https://zknives.com/knives/steels/sup12.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
60S2KH,60S2KH,https://zknives.com/knives/steels/60s2kh.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
60S2X,60S2X,https://zknives.com/knives/steels/60s2x.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
60S2Ch,60S2Ch,https://zknives.com/knives/steels/60s2ch.shtml,"mo,v,w,co,nb,n",zknives_mismatches.csv,link
19800,19800,https://zknives.com/knives/steels/19800.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
19802,19802,https://zknives.com/knives/steels/19802.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
S12-1-2,S12-1-2,https://zknives.com/knives/steels/s12-1-2.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
1.3318,1.3318,https://zknives.com/knives/steels/1.3318.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
HS12-1-2,HS12-1-2,https://zknives.com/knives/steels/hs12-1-2.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
SKH6,SKH6,https://zknives.com/knives/steels/skh6.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
19810,19810,https://zknives.com/knives/steels/19810.shtml,"manufacturer,standard,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
R12F3,R12F3,https://zknives.com/knives/steels/r12f3.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
EH000,EH000,https://zknives.com/knives/steels/eh000.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
MAXSPGEX,MAXSPGEX,https://zknives.com/knives/steels/maxspgex.shtml,"co,ni,cu,nb,n",zknives_mismatches.csv,link
140Cr3,140Cr3,https://zknives.com/knives/steels/140cr3.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
140Cr2,140Cr2,https://zknives.com/knives/steels/140cr2.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
SKS8,SKS8,https://zknives.com/knives/steels/sks8.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Y2135C,Y2135C,https://zknives.com/knives/steels/y2135c.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
130Cr3,130Cr3,https://zknives.com/knives/steels/130cr3.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Y2140C,Y2140C,https://zknives.com/knives/steels/y2140c.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
135Cr3,135Cr3,https://zknives.com/knives/steels/135cr3.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
135C3,135C3,https://zknives.com/knives/steels/135c3.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Cr06,Cr06,https://zknives.com/knives/steels/cr06.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
CrO6,CrO6,https://zknives.com/knives/steels/cro6.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
19420,19420,https://zknives.com/knives/steels/19420.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
C.4143,C.4143,https://zknives.com/knives/steels/c.4143.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
13X,13X,https://zknives.com/knives/steels/13x.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
13KH,13KH,https://zknives.com/knives/steels/13kh.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
NC5,NC5,https://zknives.com/knives/steels/nc5.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
K6,K6,https://zknives.com/knives/steels/k6.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
K205,K205,https://zknives.com/knives/steels/k205.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
GM8,GM8,https://zknives.com/knives/steels/gm8.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
OCR3,OCR3,https://zknives.com/knives/steels/ocr3.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
RCR1,RCR1,https://zknives.com/knives/steels/rcr1.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1 Extra,1 Extra,https://zknives.com/knives/steels/1_extra.shtml,"mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
T1,T1,https://zknives.com/knives/steels/t1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
S1801,S1801,https://zknives.com/knives/steels/s1801.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
X75WCrV18-4-1,X75WCrV18-4-1,https://zknives.com/knives/steels/x75wcrv18-4-1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
1.3355,1.3355,https://zknives.com/knives/steels/1.3355.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
HS1801,HS1801,https://zknives.com/knives/steels/hs1801.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
HS18-0-1,HS18-0-1,https://zknives.com/knives/steels/hs18-0-1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SKH2,SKH2,https://zknives.com/knives/steels/skh2.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
2750,2750,https://zknives.com/knives/steels/2750.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Z80WCV18-04-01,Z80WCV18-04-01,https://zknives.com/knives/steels/z80wcv18-04-01.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Z80WCV,Z80WCV,https://zknives.com/knives/steels/z80wcv.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
BT1,BT1,https://zknives.com/knives/steels/bt1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
B18,B18,https://zknives.com/knives/steels/b18.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
X75W18KU,X75W18KU,https://zknives.com/knives/steels/x75w18ku.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
W18Cr4V,W18Cr4V,https://zknives.com/knives/steels/w18cr4v.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
19824,19824,https://zknives.com/knives/steels/19824.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
C.6880,C.6880,https://zknives.com/knives/steels/c.6880.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
18-0-1,18-0-1,https://zknives.com/knives/steels/18-0-1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
F.5520,F.5520,https://zknives.com/knives/steels/f.5520.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
ET1,ET1,https://zknives.com/knives/steels/et1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
R18-MP,R18-MP,https://zknives.com/knives/steels/r18-mp.shtml,"manufacturer,standard,mo,co,nb,n",zknives_mismatches.csv,link
R18,R18,https://zknives.com/knives/steels/r18.shtml,"manufacturer,standard,mo,co,nb,n",zknives_mismatches.csv,link
T12001,T12001,https://zknives.com/knives/steels/t12001.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
RP3,RP3,https://zknives.com/knives/steels/rp3.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SW18,SW18,https://zknives.com/knives/steels/sw18.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
R3,R3,https://zknives.com/knives/steels/r3.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
DF18,DF18,https://zknives.com/knives/steels/df18.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
LXX,LXX,https://zknives.com/knives/steels/lxx.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Supremus,Supremus,https://zknives.com/knives/steels/supremus.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Spartan #7,Spartan #7,https://zknives.com/knives/steels/spartan_!7.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Rapide-B,Rapide-B,https://zknives.com/knives/steels/rapide-b.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Spec. H.S,Spec. H.S,https://zknives.com/knives/steels/spec._h.s.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Beth. T1,Beth. T1,https://zknives.com/knives/steels/beth._t1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
S200,S200,https://zknives.com/knives/steels/s200.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Vinco,Vinco,https://zknives.com/knives/steels/vinco.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Star-Zenith,Star-Zenith,https://zknives.com/knives/steels/star-zenith.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Motor Maximum,Motor Maximum,https://zknives.com/knives/steels/motor_maximum.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Clarite,Clarite,https://zknives.com/knives/steels/clarite.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Super Rapid,Super Rapid,https://zknives.com/knives/steels/super_rapid.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Rex AA,Rex AA,https://zknives.com/knives/steels/rex_aa.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
X74WV181,X74WV181,https://zknives.com/knives/steels/x74wv181.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
RapidSpezial,RapidSpezial,https://zknives.com/knives/steels/rapidspezial.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
KutKwik,KutKwik,https://zknives.com/knives/steels/kutkwik.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Rekord,Rekord,https://zknives.com/knives/steels/rekord.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Blue Chip,Blue Chip,https://zknives.com/knives/steels/blue_chip.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
GWV112B,GWV112B,https://zknives.com/knives/steels/gwv112b.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Presto2Kronen,Presto2Kronen,https://zknives.com/knives/steels/presto2kronen.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
HYW18,HYW18,https://zknives.com/knives/steels/hyw18.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
YHX2,YHX2,https://zknives.com/knives/steels/yhx2.shtml,"standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
H&R No.1,H&R No.1,https://zknives.com/knives/steels/h~r_no.1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Extra,Extra,https://zknives.com/knives/steels/extra.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
E. No.1 XL,E. No.1 XL,https://zknives.com/knives/steels/e._no.1_xl.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Elect. No. 1XL,Elect. No. 1XL,https://zknives.com/knives/steels/elect._no._1xl.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
E #1,E #1,https://zknives.com/knives/steels/e_!1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
NH18V,NH18V,https://zknives.com/knives/steels/nh18v.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
LO-S 3355,LO-S 3355,https://zknives.com/knives/steels/lo-s_3355.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
BRW,BRW,https://zknives.com/knives/steels/brw.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SIRapid 3355,SIRapid 3355,https://zknives.com/knives/steels/sirapid_3355.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
EH0018,EH0018,https://zknives.com/knives/steels/eh0018.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SVX360/Gr,SVX360/Gr,https://zknives.com/knives/steels/svx360/gr.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SVX360/So,SVX360/So,https://zknives.com/knives/steels/svx360/so.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SVX360,SVX360,https://zknives.com/knives/steels/svx360.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Maximum Special,Maximum Special,https://zknives.com/knives/steels/maximum_special.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
MAXSP,MAXSP,https://zknives.com/knives/steels/maxsp.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Gigant50,Gigant50,https://zknives.com/knives/steels/gigant50.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Keylock 237,Keylock 237,https://zknives.com/knives/steels/keylock_237.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SS19,SS19,https://zknives.com/knives/steels/ss19.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Red Streak,Red Streak,https://zknives.com/knives/steels/red_streak.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
S18-0-1,S18-0-1,https://zknives.com/knives/steels/s18-0-1.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Special M,Special M,https://zknives.com/knives/steels/special_m.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
ThyRapid3355,ThyRapid3355,https://zknives.com/knives/steels/thyrapid3355.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
3355,3355,https://zknives.com/knives/steels/3355.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
B6,B6,https://zknives.com/knives/steels/b6.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Red Cut Superior,Red Cut Superior,https://zknives.com/knives/steels/red_cut_superior.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
SSW180,SSW180,https://zknives.com/knives/steels/ssw180.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
Super High Speed,Super High Speed,https://zknives.com/knives/steels/super_high_speed.shtml,"manufacturer,standard,mo,co,nb,n,analogues",zknives_mismatches.csv,link
434,434,https://zknives.com/knives/steels/434.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
X6CrMo171,X6CrMo171,https://zknives.com/knives/steels/x6crmo171.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.4113,1.4113,https://zknives.com/knives/steels/1.4113.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
X8CrMo17,X8CrMo17,https://zknives.com/knives/steels/x8crmo17.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
SUS434,SUS434,https://zknives.com/knives/steels/sus434.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
2325,2325,https://zknives.com/knives/steels/2325.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
Z8CD17.01,Z8CD17.01,https://zknives.com/knives/steels/z8cd17.01.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
434S17,434S17,https://zknives.com/knives/steels/434s17.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
10Cr17Mo,10Cr17Mo,https://zknives.com/knives/steels/10cr17mo.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
S43400,S43400,https://zknives.com/knives/steels/s43400.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
CRMO,CRMO,https://zknives.com/knives/steels/crmo.shtml,"v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
9260,9260,https://zknives.com/knives/steels/9260.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
60Si7,60Si7,https://zknives.com/knives/steels/60si7.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
1.0909,1.0909,https://zknives.com/knives/steels/1.0909.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
SUP6,SUP6,https://zknives.com/knives/steels/sup6.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
61SC7,61SC7,https://zknives.com/knives/steels/61sc7.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
60C2A,60C2A,https://zknives.com/knives/steels/60c2a.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
60C2,60C2,https://zknives.com/knives/steels/60c2.shtml,"cr,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
V2F,V2F,https://zknives.com/knives/steels/v2f.shtml,"mo,co,ni,cu,nb,n,analogues",zknives_mismatches.csv,link
N-611,N-611,https://zknives.com/knives/steels/n-611.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
N611,N611,https://zknives.com/knives/steels/n611.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
PS60,PS60,https://zknives.com/knives/steels/ps60.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
PS-60,PS-60,https://zknives.com/knives/steels/ps-60.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
LV-02,LV-02,https://zknives.com/knives/steels/lv-02.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
SF.100,SF.100,https://zknives.com/knives/steels/sf.100.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
13C26,13C26,https://zknives.com/knives/steels/13c26.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
FC-61,FC-61,https://zknives.com/knives/steels/fc-61.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
FC61,FC61,https://zknives.com/knives/steels/fc61.shtml,"manufacturer,standard,mo,v,w,co,ni,cu,nb,n",zknives_mismatches.csv,link
MBS-26,MBS-26,https://zknives.com/knives/steels/mbs-26.shtml,"manufacturer,standard,mo,v,w,co,ni,si,s,p,cu,nb,n",zknives_mismatches.csv,link
LV-03,LV-03,https://zknives.com/knives/steels/lv-03.shtml,"manufacturer,standard,mo,v,w,co,ni,si,s,p,cu,nb,n",zknives_mismatches.csv,link
19C27,19C27,https://zknives.com/knives/steels/19c27.shtml,"manufacturer,standard,mo,v,w,co,ni,si,s,p,cu,nb,n",zknives_mismatches.csv,link
SUS420J2Mod,SUS420J2Mod,https://zknives.com/knives/steels/sus420j2mod.shtml,"manufacturer,standard,mo,v,w,co,cu,nb,n",zknives_mismatches.csv,link
TP1MO,TP1MO,https://zknives.com/knives/steels/tp1mo.shtml,"standard,mo,v,w,co,cu,nb,n",zknives_mismatches.csv,link
S-Star,S-Star,https://zknives.com/knives/steels/s-star.shtml,"manufacturer,standard,mo,v,w,co,cu,nb,n",zknives_mismatches.csv,link
X12CrNi77,X12CrNi77,https://zknives.com/knives/steels/x12crni77.shtml,"mo,v,w,co,cu,nb,n",zknives_mismatches.csv,link
1.4310,1.4310,https://zknives.com/knives/steels/1.4310.shtml,"mo,v,w,co,cu,nb,n",zknives_mismatches.csv,link
SUS301,SUS301,https://zknives.com/knives/steels/sus301.shtml,"mo,v,w,co,cu,nb,n",zknives_mismatches.csv,link
