value,count
ISO HS6-5-4,1
ISO HS6-6-2,1
ISO HS652,1
ISO HS654,1
ITS Special,1
IXF,1
IntensivSupraV,1
IntensivWo,1
Invaro 2,1
Irrubigo,1
Isoplast,1
Isorapid,1
J.S. Punch,1
J34,1
JA,1
JE,1
JEC,1
JIS G 4051,1
JIS SCM420,1
JIS SCM430,1
JIS SKD11,1
JIS SKH50,1
JIS SKH51,1
JIS SKH52,1
JIS SKH53,1
JIS SKH54,1
JIS SKH55,1
JIS SKH57,1
JIS SKH58,1
JIS SKH59,1
JIS SKH9,1
JIS SUS420J1,1
JIS SUS420J2,1
JIS SUS440A,1
JIS SUS440B,1
JIS SUS440C,1
JanusV,1
JanusV3,1
Jess Air,1
Jessop M3,1
K4 Special,1
K720SA,1
K970,1
KD11,1
KD11S,1
KD11V,1
KD12,1
KE672,1
KEA145,1
KEA162,1
KEA180,1
KHA30,1
KLAH,1
KM1,1
KM2,1
KMC3,1
KMV,1
KMVSupra,1
KMW,1
KP,1
KS3,1
KSP1,1
KSX38,1
KTSM420,1
KTV,1
Kaylos2083,1
Ketos,1
Keylock,1
Keystone,1
Keystone Alloy Chisel,1
Kiski,1
Komo42,1
Korronit-C,1
Korronit-H,1
Krome Die,1
L1,1
L2,1
L6,1
L7,1
LC 200 N,1
LC-Spezial,1
LC120S,1
LC200N,1
LCN45,1
LMW,1
LMW-V,1
LO-K 2842,1
LO-QPM,1
LO-R,1
LO-R 4112,1
LO-S 3243,1
LO-S 3342,1
LO-S 3344,1
LSD,1
LSI PMA A18,1
LSS D2,1
LSS D3,1
LV-04,1
LaBelle Cold Header Die,1
LaBelle Cold Striking,1
Labelle,1
Lanark,1
Larport,1
Lehigh-H,1
Lescowear,1
Lion Vanadium,1
LokDie,1
Low Air,1
Lubridie,1
Lukens O-1,1
Lukens S7,1
Lusco,1
M2 Eur,1
M35T,1
M390 Isomatrix,1
M390MK,1
M3:2,1
M3:2+Co,1
M3CL1,1
M3CL2,1
M4PM,1
M5C0,1
M63V,1
MA5MV,1
MAC-A,1
MAC-C,1
MAXSMo5S,1
MAXSP75D,1
MAXSP75MO,1
MAXSPMo5,1
MBS-30,1
MC63,1
MC66,1
MCT,1
MDS9,1
MH51,1
MH55,1
MH57,1
MH8,1
MJW OH,1
MK97,1
MNV8,1
MOVA-58,1
MOVA58,1
MPL-1,1
MRS-30,1
MV-58,1
MV10,1
MVS-8,1
Mach2,1
Mach3,1
ManSil,1
Mangano,1
Maple Leaf,1
Marss-500,1
Maxamet,1
Maximum Special Mo5,1
Maxtuff,1
Measure,1
Mega4,1
Metamold,1
Micro-Melt 20-4p,1
Micro-Melt A11 LVC,1
Micro-Melt HS-23,1
Micro-Melt M2,1
Micro-Melt M3:2,1
Micro-Melt Maxamet,1
Micro-Melt PD#1,1
MicrofineD2,1
Mirrax-40,1
Mo42,1
Mogul,1
Mohican,1
Molex #7,1
Molex #8,1
Molite,1
Molva C,1
Molycut562,1
Monark-2,1
Montana,1
Motor Magnus,1
Motuf,1
Motung CV,1
Mushet MKK,1
Mustang,1
N,1
N320,1
N360,1
N360 IsoExtra,1
N400,1
N540,1
N555,1
N55D,1
N685 EXTRA,1
N685 ISOEXTRA,1
N690,1
N690Bo,1
N690Co,1
N692,1
N695,1
NC11LV,1
NC4,1
NCLV,1
NCM4,1
NCV1,1
NCV60,1
NDS,1
NH,1
NHMo,1
NIROSTA4034,1
NIROSTA4108,1
NIROSTA4112,1
NK,1
NK11,1
NKE3,1
NLKH,1
NM230WCoS,1
NM240V,1
NMV,1
NMWV,1
NPV,1
NRM,1
NRW,1
NU-DIE XTRA,1
NVONOX,1
NW1,1
NZ2,1
Narva12A,1
Narva12B,1
Narva8A,1
Narva8B,1
Neor,1
Newhall,1
Nickel 205,1
Nickel 212,1
Nickel 222,1
Nicordie,1
Nicroman,1
Nikro M,1
Niolox,1
Nitro,1
Nitrocut,1
Nitronic,1
Nitroy 40B,1
No. 11 Special,1
No. 6 Non-Shrink,1
No. 610,1
No. 610-FM,1
No. 884,1
Nomar,1
Noresco Dominator,1
Noresco Dominator VM,1
Noresco Dominator Z,1
Noresco Favorit,1
Noresco Parforce Special,1
Noresco Tyrant Extra,1
NorescoDHS,1
O6,1
O6-Graphite,1
O7,1
OA2,1
OC100ES,1
OC100EX,1
OC70,1
OC80,1
OCR,1
OCR12,1
OCR12SP,1
OCR12VM,1
OLC50X,1
OLC55X,1
OLC55XS,1
OLC60,1
OSC10,1
Ohio Die,1
Ohio Die Cobalt,1
Oil-Graph,1
Oilcrat,1
Ok Crown,1
Olympic,1
Olympic FM,1
Omega,1
One Five One,1
Ontario,1
Ontario Low Carb,1
Orion,1
Orleans,1
PCSK,1
PD#1,1
PD1,1
PK4EX,1
PM M62,1
PM1-2-2,1
PM10,1
PM14-2-3CrMoVN,1
PM14-2-4CrMoV,1
PM23,1
PM30,1
PM420CW,1
PM7.5-1.3-2.75CrMoV,1
PMA 18,1
PMA11,1
PMC-27,1
PMC145,1
PMC27,1
PMCo189,1
PMD10,1
PMD23,1
PMD30,1
PMD440,1
PMD9,1
PMV9,1
PSF27,1
PSF59,1
PTE,1
PV6,1
Panzer36,1
Par-Exc,1
Paragon,1
Plancher,1
Pluto Plus,1
Pneumo,1
PreMar 440C,1
Presco,1
Presto,1
Presto Chrome Bearing,1
Prompton,1
Prompton Extra,1
Prompton Special,1
Pyrovan HC,1
Python,1
QC1,1
QC11,1
QC12,1
QH51,1
R.D.S. Tool Steel,1
R14,1
R17X,1
R2,1
R31,1
R45,1
R6,1
R8,1
RA6,1
RA6W,1
RAB1,1
RABW,1
RAZ1,1
RAZM,1
RAZU,1
RCC Supra,1
RD11,1
REMANIT4034,1
REMANIT4112,1
RF-Spezial,1
RF90,1
RFB,1
RFSh1,1
RFSh2,1
RFSh6,1
RH,1
RH Special,1
RHM1,1
RHM5,1
RHM7,1
RM13H,1
RM189,1
RM42,1
RMO,1
RMO-Co5,1
RO4154,1
RS30,1
RUS,1
RUS-3,1
RWL-34,1
RamaxHH,1
RamaxLH,1
RamaxS,1
Rapidur 3343,1
Rapidur 3344,1
Red Label,1
Red Label V,1
Red Shadow,1
Red Star,1
Red Star Tool,1
Red Star Tungsten,1
Regin 3,1
Regular,1
Remanit 4021,1
Remanit4125,1
Renown,1
Rex 121,1
Rex 66,1
Rex M3,1
Rex M3-1,1
Rex M3S1,1
Rex M42,1
Rex M7,1
Rex TMO,1
Rigor,1
Riptide,1
Ruetom Special,1
S-136,1
S.O.D.,1
S1,1
S1-8-1,1
S125V,1
S2-1-1-8,1
S2-9-2,1
S35VN,1
S400,1
S401,1
S5,1
S50C,1
S58C,1
S6-5-2,1
S6-5-2-5,1
S6-5-3,1
S600,1
S601,1
S607,1
S60C,1
S60V,1
S692 MICROCLEAN,1
S7,1
S705 Isorapid,1
S70C,1
S75C,1
SB1,1
SC13,1
SC25,1
SC26,1
SC6-5-2,1
SCD,1
SCM2,1
SCM435H,1
SCM435M,1
SDM,1
SF27,1
SG1,1
SG2,1
SGPS,1
SGT,1
SK1,1
SK10V,1
SK120,1
SK140,1
SK2,1
SK3,1
SK4,1
SK5,1
SK5M,1
SK70,1
SK8M,1
SK95,1
SKD1,1
SKD12,1
SKD2,1
SKS3,1
SKS31,1
SKS4,1
SKS43,1
SKS44,1
SKS93,1
SKS94,1
SKT4,1
SKT6,1
SLD,1
SLD10,1
SLD2,1
SM3,1
SM50C,1
SM55C,1
SMHW,1
SNSC,1
SPCR,1
SPM,1
SPM23,1
SPM30,1
SR-3V,1
SR-77,1
SR3V,1
SR77,1
SRS-15,1
SRS15,1
SSLB50,1
SSR-M-5,1
SSR625Co,1
STD1,1
STD10,1
STD11,1
STR3,1
STS440B,1
SUH3,1
SUP3,1
SVX526,1
SVX526Ex,1
SVX526St,1
SVX822,1
SWRH77,1
SY4,1
SY5 Ultrad,1
SZ4,1
Sagamore,1
SagamoreV,1
Sanderson Extra,1
Saratoga,1
Saxman6R,1
Searcher,1
Select B,1
Seminole Hard,1
Seven Star,1
Shiro-Ko 1,1
Shiro-Ko 2,1
Shiro-Ko 3,1
Shiro2,1
Shirogami 3,1
Shiroichiko,1
Shironiko,1
Shockpunch,1
Silvan Star,1
Silver Steel,1
Sinter30,1
Sleipner,1
Slitter Knife #46,1
Somcold,1
Sp. Alloy-10,1
Sparta,1
Special Carbon,1
Special Draco,1
Special K,1
Special Oil Hard,1
Spectrumwear,1
Speed Star,1
Stabil,1
Stabil K,1
Stabil SP,1
Stabil Special,1
Stag Mo562,1
Standard Draco,1
Star-Max,1
Star-Mo M2,1
Stark,1
Stavax,1
Stellapur PM10,1
Stellapur PM23,1
Stellite,1
Stellite 6B,1
Sterling,1
Sterling-V,1
Stora 16,1
Stora18,1
Stora29,1
Stora30,1
Stora62,1
Stora62G,1
Stora65,1
Stora67,1
Super 7,1
Super 7 MQ,1
Super Chromium,1
Super Diamant,1
Super Speed Star,1
Super Star Mo M-25,1
Super TKL,1
Superb,1
Superdie,1
Superior,1
Superior #3,1
Superior Tool,1
Supershock S7,1
Supra2,1
Supra3,1
Supra4,1
Supra5,1
Supracor,1
Sverker21,1
Sverker3,1
T.E.M.C,1
T100,1
T10MO,1
T440V,1
T70,1
T75CV,1
T97,1
TBC,1
TBM,1
TBM1,1
TEM92,1
TES2083,1
TKL,1
TKM3243,1
TMCN1,1
TOH,1
TPM,1
TRM,1
TRM2,1
TSP10,1
TSP23,1
TSP2380,1
TSP3W,1
TSP4,1
TWZ-3HS,1
TZ100,1
Tapdie,1
Tatmo V,1
Tempair,1
Teton,1
Three Star,1
Thyrapid3313,1
Thyrapid3346,1
Thyrodur1615,1
Thyrodur2080,1
Thyrodur2136,1
Thyrodur2235,1
Thyrodur2363,1
Thyrodur2379,1
Thyrodur2436,1
Thyrodur2510,1
Thyrodur2550,1
Thyrodur2767,1
Thyrodur2833,1
Thyrodur2838,1
Thyrodur2842,1
Tioga,1
Tirfing,1
Top Notch,1
Tough-M,1
Triple Die,1
Truform,1
Truglide,1
Truwear,1
Tungsten Tap And Die,1
U.D.R.,1
UC70KU,1
UGINOX,1
UHB Regin 3,1
UHB Water,1
UHB151,1
UHB1550,1
UHB20,1
UHB20C,1
UHB29,1
UHB424,1
UNS G10180,1
UNS G10200,1
UNS G10300,1
UNS G10350,1
UNS G10400,1
UNS G10420,1
UNS G10450,1
UNS G10460,1
UNS G10490,1
UNS G10500,1
UNS G10530,1
UNS G10550,1
UNS G10600,1
UNS G10640,1
UNS G10650,1
UNS G10690,1
UNS G10700,1
UNS G10740,1
UNS G10750,1
UNS G10780,1
UNS G10800,1
UNS G10840,1
UNS G10850,1
UNS G10860,1
UNS G10900,1
UNS G10950,1
UNS G15660,1
UNS G41300,1
UNS G41400,1
UNS G41420,1
UNS G41450,1
UNS G41500,1
UNS G41610,1
UNS G43370,1
UNS G43400,1
UNS G50986,1
UNS G51400,1
UNS G51500,1
UNS G51550,1
UNS G51600,1
UNS G51986,1
UNS G52986,1
UNS G61500,1
UNS G86700,1
UNS G92550,1
UNS J91150,1
UNS J91153,1
UNS J91540,1
UNS J91803,1
UNS J92616,1
UNS K88165,1
UNS N02200,1
UNS N02201,1
UNS N02205,1
UNS N04400,1
UNS N05500,1
UNS N06007,1
UNS N06075,1
UNS N06600,1
UNS N06617,1
UNS N06625,1
UNS N07080,1
UNS N07090,1
UNS N07718,1
UNS N08020,1
UNS N08026,1
UNS N08028,1
UNS N08035,1
UNS N08367,1
UNS N08700,1
UNS N08800,1
UNS N08811,1
UNS N08825,1
UNS N08904,1
UNS N08925,1
UNS N08926,1
UNS N10001,1
UNS N10276,1
UNS S17700,1
UNS S20100,1
UNS S20200,1
UNS S20910,1
UNS S30100,1
UNS S30200,1
UNS S30215,1
UNS S30300,1
UNS S30323,1
UNS S30400,1
UNS S30403,1
UNS S30409,1
UNS S30451,1
UNS S30453,1
UNS S30500,1
UNS S30800,1
UNS S30815,1
UNS S30900,1
UNS S30908,1
UNS S31000,1
UNS S31002,1
UNS S31008,1
UNS S31050,1
UNS S31200,1
UNS S31254,1
UNS S31260,1
UNS S31400,1
UNS S31500,1
UNS S31600,1
UNS S31603,1
UNS S31609,1
UNS S31635,1
UNS S31700,1
UNS S31703,1
UNS S31725,1
UNS S31726,1
UNS S31803,1
UNS S32001,1
UNS S32003,1
UNS S32004,1
UNS S32100,1
UNS S32101,1
UNS S32202,1
UNS S32205,1
UNS S32304,1
UNS S32506,1
UNS S32520,1
UNS S32550,1
UNS S32707,1
UNS S32750,1
UNS S32760,1
UNS S32808,1
UNS S32900,1
UNS S32906,1
UNS S32950,1
UNS S33207,1
UNS S34700,1
UNS S35315,1
UNS S39274,1
UNS S39277,1
UNS S40300,1
UNS S40500,1
UNS S40900,1
UNS S41000,1
UNS S41001,1
UNS S41400,1
UNS S41500,1
UNS S41600,1
UNS S42000,1
UNS S42200,1
UNS S42900,1
UNS S43000,1
UNS S43035,1
UNS S43036,1
UNS S43100,1
UNS S43400,1
UNS S43600,1
UNS S44002,1
UNS S44003,1
UNS S44004,1
UNS S44200,1
UNS S44400,1
UNS S44600,1
UNS S44626,1
UNS S44635,1
UNS S44660,1
UNS S44700,1
UNS S44726,1
UNS S44735,1
UNS S44800,1
UNS S82011,1
UNS T11301,1
UNS T11302,1
UNS T11304,1
UNS T11306,1
UNS T11307,1
UNS T11308,1
UNS T11310,1
UNS T11313,1
UNS T11315,1
UNS T11323,1
UNS T11330,1
UNS T11333,1
UNS T11334,1
UNS T11336,1
UNS T11341,1
UNS T11342,1
UNS T11343,1
UNS T11344,1
UNS T11345,1
UNS T11346,1
UNS T11347,1
UNS T11348,1
UNS T11350,1
UNS T11352,1
UNS T11362,1
UNS T12001,1
UNS T12002,1
UNS T12003,1
UNS T12004,1
UNS T12005,1
UNS T12006,1
UNS T12007,1
UNS T12008,1
UNS T12009,1
UNS T12015,1
UNS T20810,1
UNS T20811,1
UNS T20813,1
UNS T21200,1
UNS T30102,1
UNS T30103,1
UNS T30104,1
UNS T30105,1
UNS T30106,1
UNS T30107,1
UNS T30108,1
UNS T30109,1
UNS T30110,1
UNS T30111,1
UNS T30401,1
UNS T30402,1
UNS T30403,1
UNS T30404,1
UNS T30405,1
UNS T30406,1
UNS T30407,1
UNS T31501,1
UNS T31502,1
UNS T31506,1
UNS T31507,1
UNS T41901,1
UNS T41902,1
UNS T41903,1
UNS T41904,1
UNS T41905,1
UNS T41906,1
UNS T41907,1
UNS T60601,1
UNS T61201,1
UNS T61202,1
UNS T61203,1
UNS T61205,1
UNS T61206,1
UNS T61207,1
UNS T72301,1
UNS T72302,1
UNS T72303,1
UNS T72304,1
UNS T72305,1
UNS T72306,1
UNS T72307,1
US2000,1
Uginox MA2,1
Ultradie 2,1
Ultradie 3,1
Ultradie1,1
Ultradie1M,1
Uni-Die,1
Unicut,1
Usaspead,1
Utica,1
UtopEx1,1
V,1
V No. 1 Silver,1
V-Gin1,1
V1,1
V1 Silver,1
V33,1
V340SB,1
V35,1
VAL41D,1
VC-131,1
VC120S,1
VC150,1
VC5,1
VCMO125,1
VD2,1
VETD,1
VK4Extra,1
VK5E,1
VKM42,1
VM12D,1
VM20,1
VMC,1
VMM2,1
VP420,1
VP420IM,1
VS7,1
VW3,1
VWM3C,1
VWM7,1
Vampire,1
VanCut,1
Vanadis 30,1
Vanadium Type Auto,1
Vanadium Type H,1
Vanchip,1
Vasco M2,1
Vasco M7,1
Vasco Wear,1
Vascowear,1
Vega,1
Vertex,1
Victor,1
Vital,1
VitalX,1
W Tap,1
W1,1
W110,1
W2,1
W2Mo8Cr4V,1
W2Mo9Cr4VCo8,1
W3-221,1
W3-2225,1
W3-2237,1
W4,1
W5,1
W7,1
W9,1
WCR20,1
WCR36,1
WCR79,1
WM40,1
WNL,1
WNL1,1
WR Special,1
Wando,1
Washington,1
Washington Spec.,1
Watercrat,1
Waterdie Extra,1
Weartec SF,1
Weld Mold 935,1
Weld Mold 938,1
White 1,1
White 2,1
White 3,1
Whitebear,1
Windsor,1
X130WMoCrV 06-05-04-03,1
X15,1
X155CrVMo121KU,1
X160CrMoV12-28,1
X210Cr13KU,1
X30CrMoNi1-5-1,1
XBCGF,1
XC100,1
XC60,1
XC75,1
XC85,1
XC90,1
XDBD,1
XL-Chisel,1
XT-70,1
XT-80,1
XVC11,1
XVC5,1
XVSG,1
XW10,1
XW41,1
XW42,1
XW5,1
Xarnie,1
Y105,1
Y105C,1
Y105V,1
Y120V,1
Y70,1
YC3,1
YK3,1
YK30,1
YK4,1
YTO1,1
YXM1,1
YXM27,1
YXM4,1
YXM42,1
YXMT,1
Z,1
Z-10 PM,1
Z-420PM,1
Z-A11,1
Z-A11LVPM,1
Z-FiNit,1
Z-Max,1
Z-Ultramax,1
Z-Ultramax PM Speed,1
Z-Wear,1
Z100CD14.4,1
Z100CD17,1
Z100CDV5,1
Z100CDV5.1,1
Z155CDV12,1
Z160CDV12,1
Z160CKDV12.03,1
Z210CrW1201,1
Z2CND1805,1
Z60CDV14,1
Z80WDCV6,1
Z85WCDV6AIR,1
Z85WDCV,1
Z85WDKCV06,1
Z8CA12,1
Z90WDCV,1
ZA-18,1
ZCD-M,1
ZDP-189,1
ZDP189,1
ZF51,1
ZK,1
Ziv Steel,1
Zivan 45,1
Zivco Vanadium,1
Zivs M42,1
ДИ100-МР,1
ДИ101-МР,1
ДИ102-МР,1
ДИ103-МР,1
ДИ70-МР,1
ЕИ515,1
ИHF,1
Н12ВМ,1
НВСГ,1
НВСГФ,1
Р12М3К5Ф2-МР,1
Р12МФ5-МР,1
Р2М10К8Ф-МР,1
Р6М5К5-МР,1
Р6М5Ф3-МР,1
Р7М2Ф6-МР,1
Р9М4К8-МР,1
ХВСГ,1
ХВСГФ,1
